Changes.Transects,Changes.Dates,Changes.Dates2,Changes.Years,Changes.Years.Eras,Changes.Distances,Changes.Dist.Eras,Rates.Consec.Eras
9,-6809,1951-05-12,84.413698630137,17.4739726027397,251.221587052227,91.5674222680966,5.24021779991459
9,1568,1974-04-18,107.364383561644,22.9506849315068,421.907982113429,170.686395061203,7.43709373252227
9,12381,2003-11-25,136.98904109589,29.6246575342466,471.955535528287,50.0475534148573,1.68938842101386
9,13208,2006-03-01,139.254794520548,2.26575342465753,474.494184396417,2.53864886813034,1.12044357541424
10,-37620,1867-01-01,0,0,0,0,0
10,-16528,1924-10-01,57.786301369863,57.786301369863,139.343879195428,139.343879195428,2.41136525252851
10,-13187,1933-11-24,66.9397260273973,9.15342465753425,157.365395511714,18.0215163162859,1.96882773284776
10,-6809,1951-05-12,84.413698630137,17.4739726027397,247.05080092211,89.6854054103961,5.13251379347673
10,1568,1974-04-18,107.364383561644,22.9506849315068,413.765190523297,166.714389601186,7.2640267642871
10,12381,2003-11-25,136.98904109589,29.6246575342466,487.498039145841,73.7328486225443,2.48890129910558
10,13208,2006-03-01,139.254794520548,2.26575342465753,498.596951171064,11.0989120252229,4.89855246578764
11,-37620,1867-01-01,0,0,0,0,0
11,-16528,1924-10-01,57.786301369863,57.786301369863,146.54110582439,146.54110582439,2.53591426255937
11,-13187,1933-11-24,66.9397260273973,9.15342465753425,168.886860078854,22.3457542544645,2.44124522684213
11,-6809,1951-05-12,84.413698630137,17.4739726027397,241.62524345993,72.7383833810758,4.16267010569029
11,1568,1974-04-18,107.364383561644,22.9506849315068,407.989321259808,166.364077799878,7.24876308904806
11,12381,2003-11-25,136.98904109589,29.6246575342466,500.121887362317,92.1325661025083,3.1099959888482
11,13208,2006-03-01,139.254794520548,2.26575342465753,514.341524465578,14.2196371032611,6.27589787507897
12,-37620,1867-01-01,0,0,0,0,0
12,-16528,1924-10-01,57.786301369863,57.786301369863,163.459043939134,163.459043939134,2.82868153981528
12,-13187,1933-11-24,66.9397260273973,9.15342465753425,179.685102124469,16.2260581853349,1.77267621599737
12,-6809,1951-05-12,84.413698630137,17.4739726027397,235.383073060963,55.6979709364944,3.18748187391352
12,1568,1974-04-18,107.364383561644,22.9506849315068,383.18685437124,147.803781310276,6.44005970851747
12,12381,2003-11-25,136.98904109589,29.6246575342466,518.174971007715,134.988116636475,4.55661357369033
12,13208,2006-03-01,139.254794520548,2.26575342465753,533.554352011209,15.3793810034937,6.78775582379105
13,-37620,1867-01-01,0,0,0,0,0
13,-16528,1924-10-01,57.786301369863,57.786301369863,183.545195154307,183.545195154307,3.17627518638924
13,-13187,1933-11-24,66.9397260273973,9.15342465753425,196.172499431183,12.6273042768761,1.37951692938036
13,-6809,1951-05-12,84.413698630137,17.4739726027397,222.390656223987,26.2181567928044,1.50041192056657
13,1568,1974-04-18,107.364383561644,22.9506849315068,365.752321396639,143.361665172651,6.24650922621676
13,12381,2003-11-25,136.98904109589,29.6246575342466,527.692880527889,161.94055913125,5.46641117940501
13,13208,2006-03-01,139.254794520548,2.26575342465753,544.327999872857,16.6351193449685,7.34198133121344
14,-37620,1867-01-01,0,0,0,0,0
