"Changes.Transects","Changes.Dates","Changes.Dates2","Changes.Years","Changes.Years.Eras","Changes.Distances","Changes.Dist.Eras","Rates.Consec.Eras"
"589","92","01/01/1867 12:00:01 AM","01/01/1867 12:00:01 AM","0","0","0","0","0"
"590","92","04/18/1974 12:00:01 AM","04/18/1974 12:00:01 AM","107.290782569017","107.290782569017","-41.3474486343777","-41.3474486343777","-0.385377454095651"
"591","92","05/12/1951 12:00:01 AM","05/12/1951 12:00:01 AM","84.355806525211","-22.9349760438056","-48.7719183480818","-7.42446971370411","0.323718224057589"
"592","92","10/01/1924 12:00:01 AM","10/01/1924 12:00:01 AM","57.7467488021903","-26.6090577230208","-20.184126683706","28.5877916643758","-1.07436317219317"
"593","92","11/24/1933 12:00:01 AM","11/24/1933 12:00:01 AM","66.8939082819986","9.14715947980835","-56.9421979705634","-36.7580712868574","-4.01852305822349"
"594","92","12/29/2002 12:00:01 AM","12/29/2002 12:00:01 AM","135.989048596851","69.0951403148528","-57.4987322147093","-0.556534244145901","-0.00805460762667077"
"595","93","01/01/1867 12:00:01 AM","01/01/1867 12:00:01 AM","0","0","0","0","0"
"596","93","04/18/1974 12:00:01 AM","04/18/1974 12:00:01 AM","107.290782569017","107.290782569017","-30.0467314971847","-30.0467314971847","-0.280049513832715"
"597","93","10/01/1924 12:00:01 AM","10/01/1924 12:00:01 AM","57.7467488021903","-49.5440337668264","-5.8116986974531","24.2350327997316","-0.489161478328373"
"598","93","11/24/1933 12:00:01 AM","11/24/1933 12:00:01 AM","66.8939082819986","9.14715947980835","-58.325399082757","-52.5137003853039","-5.74098445547209"
"599","93","12/29/2002 12:00:01 AM","12/29/2002 12:00:01 AM","135.989048596851","69.0951403148528","-33.2243483539208","25.1010507288362","0.363282433677039"
"600","94","01/01/1867 12:00:01 AM","01/01/1867 12:00:01 AM","0","0","0","0","0"
"601","94","04/18/1974 12:00:01 AM","04/18/1974 12:00:01 AM","107.290782569017","107.290782569017","-64.2423881089637","-64.2423881089637","-0.598768939611738"
"602","94","05/12/1951 12:00:01 AM","05/12/1951 12:00:01 AM","84.355806525211","-22.9349760438056","-60.9750820465601","3.2673060624036","-0.142459536742618"
"603","94","10/01/1924 12:00:01 AM","10/01/1924 12:00:01 AM","57.7467488021903","-26.6090577230208","-34.851332956203","26.1237490903571","-0.981761525052283"
"604","94","11/24/1933 12:00:01 AM","11/24/1933 12:00:01 AM","66.8939082819986","9.14715947980835","-92.7654657919339","-57.9141328357309","-6.33137893392718"
"605","94","12/29/2002 12:00:01 AM","12/29/2002 12:00:01 AM","135.989048596851","69.0951403148528","-65.5719005718473","27.1935652200866","0.393566972961787"
"606","95","01/01/1867 12:00:01 AM","01/01/1867 12:00:01 AM","0","0","0","0","0"
"607","95","04/18/1974 12:00:01 AM","04/18/1974 12:00:01 AM","107.290782569017","107.290782569017","-48.5580758165297","-48.5580758165297","-0.452583853466572"
"608","95","05/12/1951 12:00:01 AM","05/12/1951 12:00:01 AM","84.355806525211","-22.9349760438056","-42.1694251051053","6.3886507114244","-0.278554932833683"
"609","95","10/01/1924 12:00:01 AM","10/01/1924 12:00:01 AM","57.7467488021903","-26.6090577230208","-14.9695553498902","27.1998697552151","-1.02220341803698"
"610","95","11/24/1933 12:00:01 AM","11/24/1933 12:00:01 AM","66.8939082819986","9.14715947980835","-68.7519930750161","-53.7824377251259","-5.87968733286508"
"611","95","12/29/2002 12:00:01 AM","12/29/2002 12:00:01 AM","135.989048596851","69.0951403148528","-44.2945117062616","24.4574813687545","0.353968184409303"
"612","96","01/01/1867 12:00:01 AM","01/01/1867 12:00:01 AM","0","0","0","0","0"
"613","96","04/18/1974 12:00:01 AM","04/18/1974 12:00:01 AM","107.290782569017","107.290782569017","-17.3593232590708","-17.3593232590708","-0.161796967487902"
"614","96","05/12/1951 12:00:01 AM","05/12/1951 12:00:01 AM","84.355806525211","-22.9349760438056","-16.1631868212319","1.1961364378389","-0.052153376378257"
"615","96","10/01/1924 12:00:01 AM","10/01/1924 12:00:01 AM","57.7467488021903","-26.6090577230208","4.2839011020437","20.4470879232756","-0.768425854688791"
"616","96","11/24/1933 12:00:01 AM","11/24/1933 12:00:01 AM","66.8939082819986","9.14715947980835","-35.2483337053414","-39.5322348073851","-4.32180447871817"
"617","96","12/29/2002 12:00:01 AM","12/29/2002 12:00:01 AM","135.989048596851","69.0951403148528","-9.1750799650548","26.0732537402866","0.377352931356329"
"618","97","01/01/1867 12:00:01 AM","01/01/1867 12:00:01 AM","0","0","0","0","0"
"619","97","04/18/1974 12:00:01 AM","04/18/1974 12:00:01 AM","107.290782569017","107.290782569017","-28.6464186237922","-28.6464186237922","-0.266997946495216"
"620","97","05/12/1951 12:00:01 AM","05/12/1951 12:00:01 AM","84.355806525211","-22.9349760438056","-42.3426035483766","-13.6961849245844","0.597174590390886"
"621","97","10/01/1924 12:00:01 AM","10/01/1924 12:00:01 AM","57.7467488021903","-26.6090577230208","-19.7218017207632","22.6208018276134","-0.85011660552125"
"622","97","11/24/1933 12:00:01 AM","11/24/1933 12:00:01 AM","66.8939082819986","9.14715947980835","-43.4773195638761","-23.7555178431129","-2.59703768099281"
"623","97","12/29/2002 12:00:01 AM","12/29/2002 12:00:01 AM","135.989048596851","69.0951403148528","-41.0138903772765","2.4634291865996","0.0356527126998258"
"624","98","01/01/1867 12:00:01 AM","01/01/1867 12:00:01 AM","0","0","0","0","0"
"625","98","04/18/1974 12:00:01 AM","04/18/1974 12:00:01 AM","107.290782569017","107.290782569017","-52.0630119606323","-52.0630119606323","-0.485251488655532"
"626","98","05/12/1951 12:00:01 AM","05/12/1951 12:00:01 AM","84.355806525211","-22.9349760438056","-54.8182963224789","-2.7552843618466","0.120134608232598"
"627","98","11/24/1933 12:00:01 AM","11/24/1933 12:00:01 AM","66.8939082819986","-17.4618982432124","-58.118458017479","-3.3001616950001","0.188992150168032"
"628","98","12/29/2002 12:00:01 AM","12/29/2002 12:00:01 AM","135.989048596851","69.0951403148528","-57.8017789311036","0.316679086375402","0.00458323240871005"
"629","99","01/01/1867 12:00:01 AM","01/01/1867 12:00:01 AM","0","0","0","0","0"
"630","99","04/18/1974 12:00:01 AM","04/18/1974 12:00:01 AM","107.290782569017","107.290782569017","-51.0106825937753","-51.0106825937753","-0.475443289463956"
"631","99","05/12/1951 12:00:01 AM","05/12/1951 12:00:01 AM","84.355806525211","-22.9349760438056","-48.5661727027882","2.4445098909871","-0.106584366441809"
"632","99","10/01/1924 12:00:01 AM","10/01/1924 12:00:01 AM","57.7467488021903","-26.6090577230208","-40.2005127857274","8.3656599170608","-0.314391437838224"
"633","99","11/24/1933 12:00:01 AM","11/24/1933 12:00:01 AM","66.8939082819986","9.14715947980835","-53.6451445046267","-13.4446317188993","-1.46981494622208"
"634","99","12/29/2002 12:00:01 AM","12/29/2002 12:00:01 AM","135.989048596851","69.0951403148528","-53.3092726480063","0.335871856620393","0.0048610054931489"
"635","100","01/01/1867 12:00:01 AM","01/01/1867 12:00:01 AM","0","0","0","0","0"
"636","100","04/18/1974 12:00:01 AM","04/18/1974 12:00:01 AM","107.290782569017","107.290782569017","-49.9712224856109","-49.9712224856109","-0.465755037749548"
"637","100","05/12/1951 12:00:01 AM","05/12/1951 12:00:01 AM","84.355806525211","-22.9349760438056","-56.1680102311197","-6.1967877455088","0.270189414354433"
"638","100","10/01/1924 12:00:01 AM","10/01/1924 12:00:01 AM","57.7467488021903","-26.6090577230208","-37.0099923820084","19.1580178491113","-0.719981069924802"
"639","100","11/24/1933 12:00:01 AM","11/24/1933 12:00:01 AM","66.8939082819986","9.14715947980835","-50.6601295925555","-13.6501372105471","-1.49228153730989"
"640","100","12/29/2002 12:00:01 AM","12/29/2002 12:00:01 AM","135.989048596851","69.0951403148528","-58.1279100727292","-7.4677804801737","-0.108079677472895"
"641","101","01/01/1867 12:00:01 AM","01/01/1867 12:00:01 AM","0","0","0","0","0"
"642","101","04/18/1974 12:00:01 AM","04/18/1974 12:00:01 AM","107.290782569017","107.290782569017","-44.2989980925085","-44.2989980925085","-0.412887267962766"
"643","101","05/12/1951 12:00:01 AM","05/12/1951 12:00:01 AM","84.355806525211","-22.9349760438056","-37.1700541859742","7.1289439065343","-0.310832847303528"
"644","101","10/01/1924 12:00:01 AM","10/01/1924 12:00:01 AM","57.7467488021903","-26.6090577230208","-33.7771927275043","3.3928614584699","-0.127507764227764"
"645","101","11/24/1933 12:00:01 AM","11/24/1933 12:00:01 AM","66.8939082819986","9.14715947980835","-33.3797758433936","0.397416884110697","0.0434470269145262"
"646","101","12/29/2002 12:00:01 AM","12/29/2002 12:00:01 AM","135.989048596851","69.0951403148528","-42.3367557982799","-8.9569799548863","-0.129632560467656"
"647","102","01/01/1867 12:00:01 AM","01/01/1867 12:00:01 AM","0","0","0","0","0"
"648","102","04/18/1974 12:00:01 AM","04/18/1974 12:00:01 AM","107.290782569017","107.290782569017","-46.4134179323085","-46.4134179323085","-0.432594644395032"
"649","102","05/12/1951 12:00:01 AM","05/12/1951 12:00:01 AM","84.355806525211","-22.9349760438056","-39.5016734739425","6.91174445836599","-0.301362619484085"
"650","102","10/01/1924 12:00:01 AM","10/01/1924 12:00:01 AM","57.7467488021903","-26.6090577230208","-33.8388126252643","5.6628608486782","-0.212817038003529"
"651","102","11/24/1933 12:00:01 AM","11/24/1933 12:00:01 AM","66.8939082819986","9.14715947980835","-23.3119460812041","10.5268665440602","1.15083448225621"
"652","102","12/29/2002 12:00:01 AM","12/29/2002 12:00:01 AM","135.989048596851","69.0951403148528","-42.3110073723804","-18.9990612911763","-0.274969573903481"
"653","103","01/01/1867 12:00:01 AM","01/01/1867 12:00:01 AM","0","0","0","0","0"
"654","103","04/18/1974 12:00:01 AM","04/18/1974 12:00:01 AM","107.290782569017","107.290782569017","-38.2326181536699","-38.2326181536699","-0.356345785147723"
"655","103","05/12/1951 12:00:01 AM","05/12/1951 12:00:01 AM","84.355806525211","-22.9349760438056","-37.2868065307695","0.945811622900401","-0.0412388319522945"
"656","103","10/01/1924 12:00:01 AM","10/01/1924 12:00:01 AM","57.7467488021903","-26.6090577230208","-24.4811311272951","12.8056754034744","-0.481252494423942"
"657","103","11/24/1933 12:00:01 AM","11/24/1933 12:00:01 AM","66.8939082819986","9.14715947980835","-34.8708750538281","-10.389743926533","-1.13584375012457"
"658","103","12/29/2002 12:00:01 AM","12/29/2002 12:00:01 AM","135.989048596851","69.0951403148528","-46.0815056150492","-11.2106305612211","-0.162249190176566"
"659","104","01/01/1867 12:00:01 AM","01/01/1867 12:00:01 AM","0","0","0","0","0"
"660","104","04/18/1974 12:00:01 AM","04/18/1974 12:00:01 AM","107.290782569017","107.290782569017","-45.6324894854347","-45.6324894854347","-0.425316028020215"
"661","104","05/12/1951 12:00:01 AM","05/12/1951 12:00:01 AM","84.355806525211","-22.9349760438056","-47.9272755708222","-2.2947860853875","0.100056179740693"
"662","104","10/01/1924 12:00:01 AM","10/01/1924 12:00:01 AM","57.7467488021903","-26.6090577230208","-29.6421268103742","18.285148760448","-0.687177612630328"
"663","104","11/24/1933 12:00:01 AM","11/24/1933 12:00:01 AM","66.8939082819986","9.14715947980835","-29.6929623954919","-0.0508355851176958","-0.00555752692733864"
"664","104","12/29/2002 12:00:01 AM","12/29/2002 12:00:01 AM","135.989048596851","69.0951403148528","-47.96003807862","-18.2670756831281","-0.26437569414996"
"665","105","01/01/1867 12:00:01 AM","01/01/1867 12:00:01 AM","0","0","0","0","0"
"666","105","04/18/1974 12:00:01 AM","04/18/1974 12:00:01 AM","107.290782569017","107.290782569017","-47.388220512231","-47.388220512231","-0.441680257870686"
"667","105","05/12/1951 12:00:01 AM","05/12/1951 12:00:01 AM","84.355806525211","-22.9349760438056","-42.2071235102744","5.1810970019566","-0.225903745966891"
"668","105","10/01/1924 12:00:01 AM","10/01/1924 12:00:01 AM","57.7467488021903","-26.6090577230208","-28.140591755943","14.0665317543314","-0.528636973948979"
"669","105","11/24/1933 12:00:01 AM","11/24/1933 12:00:01 AM","66.8939082819986","9.14715947980835","-28.9567035849804","-0.816111829037396","-0.0892202470984463"
"670","105","12/29/2002 12:00:01 AM","12/29/2002 12:00:01 AM","135.989048596851","69.0951403148528","-52.4210166869147","-23.4643131019343","-0.339594260826624"
"671","106","01/01/1867 12:00:01 AM","01/01/1867 12:00:01 AM","0","0","0","0","0"
"672","106","04/18/1974 12:00:01 AM","04/18/1974 12:00:01 AM","107.290782569017","107.290782569017","-28.5155144901588","-28.5155144901588","-0.265777859079513"
"673","106","05/12/1951 12:00:01 AM","05/12/1951 12:00:01 AM","84.355806525211","-22.9349760438056","-35.2478959341357","-6.73238144397691","0.293542117991234"
"674","106","10/01/1924 12:00:01 AM","10/01/1924 12:00:01 AM","57.7467488021903","-26.6090577230208","-31.3622576733309","3.88563826080481","-0.14602690186369"
"675","106","11/24/1933 12:00:01 AM","11/24/1933 12:00:01 AM","66.8939082819986","9.14715947980835","-26.9717916447928","4.3904660285381","0.479981357953769"
"676","106","12/29/2002 12:00:01 AM","12/29/2002 12:00:01 AM","135.989048596851","69.0951403148528","-49.1911503813705","-22.2193587365777","-0.321576287931807"
"677","107","01/01/1867 12:00:01 AM","01/01/1867 12:00:01 AM","0","0","0","0","0"
"678","107","04/18/1974 12:00:01 AM","04/18/1974 12:00:01 AM","107.290782569017","107.290782569017","-32.5452926649349","-32.5452926649349","-0.30333726612535"
"679","107","05/12/1951 12:00:01 AM","05/12/1951 12:00:01 AM","84.355806525211","-22.9349760438056","-34.335955701384","-1.7906630364491","0.0780756445103301"
"680","107","10/01/1924 12:00:01 AM","10/01/1924 12:00:01 AM","57.7467488021903","-26.6090577230208","-33.6004613165656","0.735494384818402","-0.0276407527269217"
"681","107","11/24/1933 12:00:01 AM","11/24/1933 12:00:01 AM","66.8939082819986","9.14715947980835","-27.5223798085495","6.0780815080161","0.664477483029895"
"682","107","12/29/2002 12:00:01 AM","12/29/2002 12:00:01 AM","135.989048596851","69.0951403148528","-46.5948863752219","-19.0725065666724","-0.276032532530693"
"683","108","01/01/1867 12:00:01 AM","01/01/1867 12:00:01 AM","0","0","0","0","0"
"684","108","04/18/1974 12:00:01 AM","04/18/1974 12:00:01 AM","107.290782569017","107.290782569017","-19.1667141989991","-19.1667141989991","-0.178642691758444"
"685","108","05/12/1951 12:00:01 AM","05/12/1951 12:00:01 AM","84.355806525211","-22.9349760438056","-19.8467030963311","-0.679988897331995","0.0296485549421644"
"686","108","10/01/1924 12:00:01 AM","10/01/1924 12:00:01 AM","57.7467488021903","-26.6090577230208","-15.4925885788086","4.3541145175225","-0.163632796126995"
"687","108","11/24/1933 12:00:01 AM","11/24/1933 12:00:01 AM","66.8939082819986","9.14715947980835","-10.8033884766025","4.6892001022061","0.512640029132229"
"688","108","12/29/2002 12:00:01 AM","12/29/2002 12:00:01 AM","135.989048596851","69.0951403148528","-29.8293768144811","-19.0259883378786","-0.275359283607804"
"689","109","01/01/1867 12:00:01 AM","01/01/1867 12:00:01 AM","0","0","0","0","0"
"690","109","04/18/1974 12:00:01 AM","04/18/1974 12:00:01 AM","107.290782569017","107.290782569017","-20.4956031111786","-20.4956031111786","-0.191028554554483"
"691","109","05/12/1951 12:00:01 AM","05/12/1951 12:00:01 AM","84.355806525211","-22.9349760438056","-21.8979198695698","-1.4023167583912","0.0611431533964887"
"692","109","10/01/1924 12:00:01 AM","10/01/1924 12:00:01 AM","57.7467488021903","-26.6090577230208","-24.5155799920878","-2.617660122518","0.0983747771065692"
"693","109","11/24/1933 12:00:01 AM","11/24/1933 12:00:01 AM","66.8939082819986","9.14715947980835","-17.3723728888437","7.1432071032441","0.78092080049683"
"694","109","12/29/2002 12:00:01 AM","12/29/2002 12:00:01 AM","135.989048596851","69.0951403148528","-33.1128678505794","-15.7404949617357","-0.22780900205151"
"695","110","01/01/1867 12:00:01 AM","01/01/1867 12:00:01 AM","0","0","0","0","0"
"696","110","04/18/1974 12:00:01 AM","04/18/1974 12:00:01 AM","107.290782569017","107.290782569017","-33.4126564662448","-33.4126564662448","-0.311421500209037"
"697","110","05/12/1951 12:00:01 AM","05/12/1951 12:00:01 AM","84.355806525211","-22.9349760438056","-35.9802323387299","-2.5675758724851","0.111950231279119"
"698","110","10/01/1924 12:00:01 AM","10/01/1924 12:00:01 AM","57.7467488021903","-26.6090577230208","-32.3208569147591","3.6593754239708","-0.13752367566195"
"699","110","11/24/1933 12:00:01 AM","11/24/1933 12:00:01 AM","66.8939082819986","9.14715947980835","-26.8244398655896","5.49641704916951","0.600887856093733"
"700","110","12/29/2002 12:00:01 AM","12/29/2002 12:00:01 AM","135.989048596851","69.0951403148528","-41.2830099338713","-14.4585700682817","-0.209255962176166"
"701","111","01/01/1867 12:00:01 AM","01/01/1867 12:00:01 AM","0","0","0","0","0"
"702","111","04/18/1974 12:00:01 AM","04/18/1974 12:00:01 AM","107.290782569017","107.290782569017","-43.4468650472788","-43.4468650472788","-0.404944991610354"
"703","111","12/29/2002 12:00:01 AM","12/29/2002 12:00:01 AM","135.989048596851","28.6982660278348","-61.1578275228744","-17.7109624755956","-0.617143992547059"
"704","112","01/01/1867 12:00:01 AM","01/01/1867 12:00:01 AM","0","0","0","0","0"
"705","112","04/18/1974 12:00:01 AM","04/18/1974 12:00:01 AM","107.290782569017","107.290782569017","-43.8567011839475","-43.8567011839475","-0.408764855039956"
"706","112","05/12/1951 12:00:01 AM","05/12/1951 12:00:01 AM","84.355806525211","-22.9349760438056","-43.92151284162","-0.0648116576725002","0.00282588730630067"
"707","112","10/01/1924 12:00:01 AM","10/01/1924 12:00:01 AM","57.7467488021903","-26.6090577230208","-42.9054823011463","1.0160305404737","-0.0381836347250539"
"708","112","11/24/1933 12:00:01 AM","11/24/1933 12:00:01 AM","66.8939082819986","9.14715947980835","-38.4388111176303","4.466671183516","0.488312376467889"
"709","112","12/29/2002 12:00:01 AM","12/29/2002 12:00:01 AM","135.989048596851","69.0951403148528","-58.989822053969","-20.5510109363387","-0.297430627431854"
"710","113","01/01/1867 12:00:01 AM","01/01/1867 12:00:01 AM","0","0","0","0","0"
"711","113","04/18/1974 12:00:01 AM","04/18/1974 12:00:01 AM","107.290782569017","107.290782569017","-48.2119962531011","-48.2119962531011","-0.449358230956027"
"712","113","05/12/1951 12:00:01 AM","05/12/1951 12:00:01 AM","84.355806525211","-22.9349760438056","-45.9307581459476","2.2812381071535","-0.0994654671884702"
"713","113","10/01/1924 12:00:01 AM","10/01/1924 12:00:01 AM","57.7467488021903","-26.6090577230208","-45.3220703047788","0.608687841168802","-0.0228752121741687"
"714","113","11/24/1933 12:00:01 AM","11/24/1933 12:00:01 AM","66.8939082819986","9.14715947980835","-42.3808367030827","2.9412336016961","0.321546115839419"
"715","113","12/29/2002 12:00:01 AM","12/29/2002 12:00:01 AM","135.989048596851","69.0951403148528","-59.7406403561831","-17.3598036531004","-0.251244929440699"
"716","114","01/01/1867 12:00:01 AM","01/01/1867 12:00:01 AM","0","0","0","0","0"
"717","114","04/18/1974 12:00:01 AM","04/18/1974 12:00:01 AM","107.290782569017","107.290782569017","-51.1801663515392","-51.1801663515392","-0.477022956921921"
"718","114","05/12/1951 12:00:01 AM","05/12/1951 12:00:01 AM","84.355806525211","-22.9349760438056","-47.2588090267313","3.9213573248079","-0.170977171169403"
"719","114","10/01/1924 12:00:01 AM","10/01/1924 12:00:01 AM","57.7467488021903","-26.6090577230208","-47.1372238632703","0.121585163460999","-0.00456931488242103"
"720","114","11/24/1933 12:00:01 AM","11/24/1933 12:00:01 AM","66.8939082819986","9.14715947980835","-50.1679344187161","-3.0307105554458","-0.331328054587422"
"721","114","12/29/2002 12:00:01 AM","12/29/2002 12:00:01 AM","135.989048596851","69.0951403148528","-64.9050842642198","-14.7371498455037","-0.213287790984278"
"722","115","01/01/1867 12:00:01 AM","01/01/1867 12:00:01 AM","0","0","0","0","0"
"723","115","04/18/1974 12:00:01 AM","04/18/1974 12:00:01 AM","107.290782569017","107.290782569017","-59.5342510325676","-59.5342510325676","-0.554886912063216"
"724","115","05/12/1951 12:00:01 AM","05/12/1951 12:00:01 AM","84.355806525211","-22.9349760438056","-49.1400994981122","10.3941515344554","-0.453200889096315"
"725","115","10/01/1924 12:00:01 AM","10/01/1924 12:00:01 AM","57.7467488021903","-26.6090577230208","-41.8222804956096","7.3178190025026","-0.275012331465297"
"726","115","11/24/1933 12:00:01 AM","11/24/1933 12:00:01 AM","66.8939082819986","9.14715947980835","-41.3226792341677","0.499601261441903","0.0546181863937908"
"727","115","12/29/2002 12:00:01 AM","12/29/2002 12:00:01 AM","135.989048596851","69.0951403148528","-77.127480196443","-35.8048009622753","-0.518195647322228"
"728","116","01/01/1867 12:00:01 AM","01/01/1867 12:00:01 AM","0","0","0","0","0"
"729","116","04/18/1974 12:00:01 AM","04/18/1974 12:00:01 AM","107.290782569017","107.290782569017","-82.8776336467263","-82.8776336467263","-0.772458096234071"
"730","116","05/12/1951 12:00:01 AM","05/12/1951 12:00:01 AM","84.355806525211","-22.9349760438056","-39.4123010075308","43.4653326391955","-1.89515491780663"
"731","116","10/01/1924 12:00:01 AM","10/01/1924 12:00:01 AM","57.7467488021903","-26.6090577230208","-32.1312734583005","7.2810275492303","-0.273629664944172"
"732","116","11/24/1933 12:00:01 AM","11/24/1933 12:00:01 AM","66.8939082819986","9.14715947980835","-25.9176170039034","6.2136564543971","0.67929901824859"
"733","116","12/29/2002 12:00:01 AM","12/29/2002 12:00:01 AM","135.989048596851","69.0951403148528","-83.2186632574726","-57.3010462535692","-0.829306460518927"
"734","117","01/01/1867 12:00:01 AM","01/01/1867 12:00:01 AM","0","0","0","0","0"
"735","117","04/18/1974 12:00:01 AM","04/18/1974 12:00:01 AM","107.290782569017","107.290782569017","-108.20777340448","-108.20777340448","-1.00854678112608"
"736","117","05/12/1951 12:00:01 AM","05/12/1951 12:00:01 AM","84.355806525211","-22.9349760438056","-45.6176514367722","62.5901219677075","-2.72902495508"
"737","117","10/01/1924 12:00:01 AM","10/01/1924 12:00:01 AM","57.7467488021903","-26.6090577230208","-39.0604662681262","6.557185168646","-0.246426808378602"
"738","117","11/24/1933 12:00:01 AM","11/24/1933 12:00:01 AM","66.8939082819986","9.14715947980835","-29.375724413034","9.6847418550922","1.05877041681306"
"739","117","12/29/2002 12:00:01 AM","12/29/2002 12:00:01 AM","135.989048596851","69.0951403148528","-105.900727886521","-76.5250034734869","-1.10753090774225"
"740","118","01/01/1867 12:00:01 AM","01/01/1867 12:00:01 AM","0","0","0","0","0"
"741","118","04/18/1974 12:00:01 AM","04/18/1974 12:00:01 AM","107.290782569017","107.290782569017","-141.12509186455","-141.12509186455","-1.31535150071041"
"742","118","05/12/1951 12:00:01 AM","05/12/1951 12:00:01 AM","84.355806525211","-22.9349760438056","-44.8884101360453","96.2366817285048","-4.19606637236915"
"743","118","10/01/1924 12:00:01 AM","10/01/1924 12:00:01 AM","57.7467488021903","-26.6090577230208","-38.2405399264818","6.6478702095635","-0.249834859947412"
"744","118","11/24/1933 12:00:01 AM","11/24/1933 12:00:01 AM","66.8939082819986","9.14715947980835","-19.6058336449252","18.6347062815566","2.03721235239107"
"745","118","12/29/2002 12:00:01 AM","12/29/2002 12:00:01 AM","135.989048596851","69.0951403148528","-128.804501869496","-109.198668224571","-1.58041025355726"
"746","119","01/01/1867 12:00:01 AM","01/01/1867 12:00:01 AM","0","0","0","0","0"
"747","119","04/18/1974 12:00:01 AM","04/18/1974 12:00:01 AM","107.290782569017","107.290782569017","-176.375984636135","-176.375984636135","-1.64390621834339"
"748","119","05/12/1951 12:00:01 AM","05/12/1951 12:00:01 AM","84.355806525211","-22.9349760438056","-19.6919154386191","156.684069197516","-6.83166482922201"
"749","119","10/01/1924 12:00:01 AM","10/01/1924 12:00:01 AM","57.7467488021903","-26.6090577230208","-18.7523692365183","0.9395462021008","-0.035309262427882"
"750","119","11/24/1933 12:00:01 AM","11/24/1933 12:00:01 AM","66.8939082819986","9.14715947980835","-2.9054616910349","15.8469075454834","1.73244028164855"
"751","119","12/29/2002 12:00:01 AM","12/29/2002 12:00:01 AM","135.989048596851","69.0951403148528","-29.8684199569475","-26.9629582659126","-0.390229445125196"
"752","120","01/01/1867 12:00:01 AM","01/01/1867 12:00:01 AM","0","0","0","0","0"
"753","120","04/18/1974 12:00:01 AM","04/18/1974 12:00:01 AM","107.290782569017","107.290782569017","-146.503224357461","-146.503224357461","-1.36547819719015"
"754","120","05/12/1951 12:00:01 AM","05/12/1951 12:00:01 AM","84.355806525211","-22.9349760438056","-26.8257736142817","119.677450743179","-5.21811971874732"
"755","120","10/01/1924 12:00:01 AM","10/01/1924 12:00:01 AM","57.7467488021903","-26.6090577230208","-28.0102515529281","-1.1844779386464","0.0445140880588813"
"756","120","11/24/1933 12:00:01 AM","11/24/1933 12:00:01 AM","66.8939082819986","9.14715947980835","-13.3046640647193","14.7055874882088","1.60766711465677"
"757","120","12/29/2002 12:00:01 AM","12/29/2002 12:00:01 AM","135.989048596851","69.0951403148528","-124.961569713727","-111.656905649008","-1.61598782693269"
"758","121","01/01/1867 12:00:01 AM","01/01/1867 12:00:01 AM","0","0","0","0","0"
"759","121","04/18/1974 12:00:01 AM","04/18/1974 12:00:01 AM","107.290782569017","107.290782569017","-105.636209551209","-105.636209551209","-0.984578609847094"
"760","121","05/12/1951 12:00:01 AM","05/12/1951 12:00:01 AM","84.355806525211","-22.9349760438056","-24.4675940968297","81.1686154543795","-3.53907565891275"
"761","121","10/01/1924 12:00:01 AM","10/01/1924 12:00:01 AM","57.7467488021903","-26.6090577230208","-24.5454380461588","-0.0778439493291003","0.00292546809208332"
"762","121","11/24/1933 12:00:01 AM","11/24/1933 12:00:01 AM","66.8939082819986","9.14715947980835","-22.2033241291313","2.3421139170275","0.256048221548726"
"763","121","12/29/2002 12:00:01 AM","12/29/2002 12:00:01 AM","135.989048596851","69.0951403148528","-92.9001634357879","-70.6968393066566","-1.02318106576678"
"764","122","01/01/1867 12:00:01 AM","01/01/1867 12:00:01 AM","0","0","0","0","0"
"765","122","04/18/1974 12:00:01 AM","04/18/1974 12:00:01 AM","107.290782569017","107.290782569017","-63.5998380333989","-63.5998380333989","-0.592780074024413"
"766","122","05/12/1951 12:00:01 AM","05/12/1951 12:00:01 AM","84.355806525211","-22.9349760438056","-30.499424483285","33.1004135501139","-1.44322860799559"
"767","122","10/01/1924 12:00:01 AM","10/01/1924 12:00:01 AM","57.7467488021903","-26.6090577230208","-25.639179653686","4.860244829599","-0.182653774522582"
"768","122","11/24/1933 12:00:01 AM","11/24/1933 12:00:01 AM","66.8939082819986","9.14715947980835","-22.7852617632681","2.8539178904179","0.312000451803393"
"769","122","12/29/2002 12:00:01 AM","12/29/2002 12:00:01 AM","135.989048596851","69.0951403148528","-61.752609272943","-38.9673475096749","-0.563966544276608"
"770","123","01/01/1867 12:00:01 AM","01/01/1867 12:00:01 AM","0","0","0","0","0"
"771","123","04/18/1974 12:00:01 AM","04/18/1974 12:00:01 AM","107.290782569017","107.290782569017","-33.378414239853","-33.378414239853","-0.311102346731247"
"772","123","05/12/1951 12:00:01 AM","05/12/1951 12:00:01 AM","84.355806525211","-22.9349760438056","-21.1100201544316","12.2683940854214","-0.534920728148522"
"773","123","10/01/1924 12:00:01 AM","10/01/1924 12:00:01 AM","57.7467488021903","-26.6090577230208","-16.641852288611","4.4681678658206","-0.167919056448022"
"774","123","11/24/1933 12:00:01 AM","11/24/1933 12:00:01 AM","66.8939082819986","9.14715947980835","-8.8128503254572","7.8290019631538","0.855894333146341"
"775","123","12/29/2002 12:00:01 AM","12/29/2002 12:00:01 AM","135.989048596851","69.0951403148528","-31.1981443856825","-22.3852940602253","-0.323977836331469"
