"TRANSECT","01/01/1855 12:00:01 AM to 01/01/1867 12:00:01 AM EPR","01/01/1867 12:00:01 AM to 08/01/1924 12:00:01 AM EPR","08/01/1924 12:00:01 AM to 10/01/1924 12:00:01 AM EPR","10/01/1924 12:00:01 AM to 11/24/1933 12:00:01 AM EPR","11/24/1933 12:00:01 AM to 05/12/1951 12:00:01 AM EPR","05/12/1951 12:00:01 AM to 04/18/1974 12:00:01 AM EPR","04/18/1974 12:00:01 AM to 12/29/2002 12:00:01 AM EPR","12/29/2002 12:00:01 AM to 11/25/2003 12:00:01 AM EPR","11/25/2003 12:00:01 AM to 03/01/2006 12:00:01 AM EPR"
61,NA,NA,NA,0.303433645231378,-1.07594754670949,-0.927754520880783,-0.0983453848854972,NA,NA
62,NA,NA,NA,-0.326198156346128,-0.893856431685469,-0.913857813085943,0.104308945627735,NA,NA
63,NA,NA,NA,-0.291946127683493,-0.939620438584954,-0.653696350002382,0.400466408651582,NA,NA
64,NA,NA,NA,0.579970556617644,-1.09672440858468,0.00453168008623997,0.481846025550822,NA,NA
65,NA,NA,NA,0.283566984227529,-0.796850383922241,0.671084980787197,0.185260807880654,NA,NA
66,NA,NA,NA,1.07229149999936,-0.567491933655369,2.03947106686151,-0.597911216639007,NA,NA
67,NA,NA,NA,0.519776212022381,-0.0194887836642319,1.33426366653408,-0.16268807896743,NA,NA
68,NA,NA,NA,0.869434767550814,-0.278936654662125,0.39630074248164,-0.163934976437894,NA,NA
69,NA,NA,NA,0.874201581557551,-0.293324166019331,0.348370446368922,-0.149395429106041,NA,NA
70,NA,NA,NA,0.919258982974032,-0.371671138631675,0.106693630200665,-0.151277252476527,NA,NA
71,NA,NA,NA,0.813301354478579,-0.430623752358,-0.160917257561853,-0.0451251346548028,NA,NA
72,NA,NA,NA,-7.13843224044513,2.09983872767854,-0.217785964506248,0.473732068899304,NA,NA
73,NA,NA,NA,-4.55696936602325,1.03602848405583,-0.0804698203670265,-0.172798747296247,NA,NA
74,NA,NA,NA,-3.70375711214814,0.882237222954129,-0.0662229531336404,0.0964999174632308,NA,NA
75,NA,NA,NA,-4.23455118421216,2.22936713257609,-0.747347477099138,0.165476982991139,NA,NA
76,NA,NA,NA,-4.01371532949535,1.19209271500549,0.164384738144462,-0.159160482237763,NA,NA
77,NA,NA,NA,-4.61205695861068,2.02983181806932,-0.512430856108886,0.410559011184713,NA,NA
78,NA,NA,NA,-6.67478223998339,2.99819317050037,-0.185162779399797,-0.191684968114658,NA,NA
79,NA,NA,NA,-5.76248729123457,1.61647733503101,1.26619561422278,-0.56697088707849,NA,NA
80,NA,NA,NA,-4.76883709178213,1.91515220473943,0.402578081304647,-0.254607389233104,NA,NA
81,NA,NA,NA,-5.35468818979293,2.67874008508309,0.338086344705755,-0.650830693836427,NA,NA
82,NA,NA,NA,-5.30348732120043,1.71686019200539,-0.522387635871836,0.177774985294138,NA,NA
83,NA,NA,NA,-4.57952668210901,0.222056814944986,2.08378736864206,-0.788600058002935,NA,NA
84,NA,NA,NA,-4.92676542876939,0.155978536391083,1.53127120120088,-0.344838983846016,NA,NA
85,NA,NA,NA,-5.65125601052629,0.716964211046686,1.46212792953075,-0.670975525035914,NA,NA
86,NA,NA,NA,-4.1639362846904,3.56220637342669,-0.701250252525601,-0.200789175861164,NA,NA
87,NA,NA,NA,-4.35348083567546,1.4540697854283,-0.101789709970031,-0.139897523986996,NA,NA
88,NA,NA,NA,NA,0.0194145638144629,-0.0143492775241587,0.11124095038278,NA,NA
89,NA,NA,NA,-0.61032458924105,0.0724440596113559,0.907635016979607,0.174993248738007,NA,NA
90,NA,NA,NA,-0.78325729629649,0.238394210298128,-0.0597130597761007,0.148531522102943,NA,NA
91,NA,NA,NA,-0.879725709473079,0.0198852288927566,0.204056784801322,-0.296702196774915,NA,NA
92,NA,NA,NA,-4.01852305822349,0.467891835623166,0.323718224057589,-0.562796496647786,NA,NA
93,NA,NA,NA,-5.74098445547209,NA,NA,-0.110725047069188,NA,NA
94,NA,NA,NA,-6.33137893392718,1.82055715264124,-0.142459536742619,-0.0463272750205217,NA,NA
95,NA,NA,NA,-5.87968733286508,1.52231834132029,-0.278554932833683,0.148565216662666,NA,NA
96,NA,NA,NA,-4.32180447871817,1.09295946055166,-0.052153376378257,0.285182501482076,NA,NA
97,NA,NA,NA,-2.59703768099281,0.0649823976577445,0.597174590390886,-0.430948397421953,NA,NA
98,NA,NA,NA,NA,0.188992150168032,0.120134608232598,-0.199969118862624,NA,NA
99,NA,NA,NA,-1.46981494622208,0.290860233583868,-0.106584366441809,-0.0800950849086692,NA,NA
100,NA,NA,NA,-1.49228153730989,-0.315422788625238,0.270189414354433,-0.284222314310106,NA,NA
101,NA,NA,NA,0.0434470269145263,-0.217059926119654,-0.310832847303528,0.068374942664668,NA,NA
102,NA,NA,NA,1.15083448225621,-0.927145901736742,-0.301362619484085,0.142949771109833,NA,NA
103,NA,NA,NA,-1.13584375012457,-0.138354458564119,-0.0412388319522945,-0.273496923255452,NA,NA
104,NA,NA,NA,-0.00555752692733864,-1.0442343049627,0.100056179740693,-0.0811041541996923,NA,NA
105,NA,NA,NA,-0.0892202470984463,-0.758818986386234,-0.225903745966891,-0.175369347047042,NA,NA
106,NA,NA,NA,0.479981357953769,-0.473952154231565,0.293542117991234,-0.720448959221374,NA,NA
107,NA,NA,NA,0.664477483029895,-0.390196747108121,0.0780756445103301,-0.489562459859426,NA,NA
108,NA,NA,NA,0.512640029132229,-0.517888404443304,0.0296485549421646,-0.371543793103742,NA,NA
109,NA,NA,NA,0.78092080049683,-0.259166954113091,0.0611431533964888,-0.439652511659177,NA,NA
110,NA,NA,NA,0.600887856093733,-0.524329734695324,0.111950231279119,-0.274244912915399,NA,NA
111,NA,NA,NA,NA,NA,NA,-0.617143992547059,NA,NA
112,NA,NA,NA,0.488312376467889,-0.313980854064413,0.00282588730630067,-0.527318300532293,NA,NA
113,NA,NA,NA,0.321546115839419,-0.203295277146904,-0.0994654671884703,-0.401719187211527,NA,NA
114,NA,NA,NA,-0.331328054587423,0.166598462060996,-0.170977171169403,-0.478249030773101,NA,NA
115,NA,NA,NA,0.0546181863937908,-0.447684447307051,-0.453200889096315,-0.613041538705213,NA,NA
116,NA,NA,NA,0.679299018248591,-0.772807389876579,-1.89515491780663,-0.0118832827884282,NA,NA
117,NA,NA,NA,1.05877041681306,-0.930135246324183,-2.72902495508,0.0803897181704694,NA,NA
118,NA,NA,NA,2.03721235239107,-1.44787102404217,-4.19606637236915,0.429314787977232,NA,NA
119,NA,NA,NA,1.73244028164855,-0.961318953631472,-6.83166482922202,5.10510163008066,NA,NA
120,NA,NA,NA,1.60766711465677,-0.774320715951839,-5.21811971874732,0.75062565183695,NA,NA
121,NA,NA,NA,0.256048221548726,-0.129669176635967,-3.53907565891275,0.443791485627335,NA,NA
122,NA,NA,NA,0.312000451803393,-0.441771141520394,-1.4432286079956,0.0643672603307898,NA,NA
123,NA,NA,NA,0.855894333146341,-0.704228695969776,-0.534920728148522,0.0759721807601834,NA,NA
124,NA,NA,NA,0.734842670963984,-0.504999807854941,0.125721714959378,-0.564158438399343,NA,NA
125,NA,NA,NA,0.472178189480752,-0.43192624573127,0.413150194766823,-0.61803960570365,NA,NA
126,NA,NA,NA,0.154342112595732,-0.116635537281118,-0.377417424966619,-0.170150191759767,NA,NA
127,NA,NA,NA,0.418859838066645,-0.194649378061586,-0.00306358072002756,-0.216410140372776,NA,NA
128,NA,NA,NA,1.39345306585688,-0.521899334367753,0.0851228661068204,-0.154198816390185,NA,NA
129,NA,NA,NA,1.47212522441904,-0.314670863302233,-0.1077166035971,-0.275716014508145,NA,NA
130,NA,NA,NA,2.21683807732847,-0.543424800645093,-0.121710191546615,-0.332261530587972,NA,NA
131,NA,NA,NA,1.30024496006661,-0.271379784128877,-0.0534968981289379,-0.187473233621492,NA,NA
132,NA,NA,NA,1.44140369481951,-0.716736846170737,0.131599542560498,-0.171563681830667,NA,NA
133,NA,NA,NA,1.29036197504218,-0.615531418004264,0.0759590273900819,-0.130526242999986,NA,NA
134,NA,NA,NA,1.6372723255543,-0.719034041675487,-0.130071971950584,-0.0408297360040084,NA,NA
135,NA,NA,NA,1.66525950481875,-0.925220068045409,-0.0405463267249394,0.0538864322865145,NA,NA
136,NA,NA,NA,1.64878225938362,-1.10529489366377,0.0469233663757874,0.102777927851247,NA,NA
137,NA,NA,NA,1.45008800458191,-0.962666362517797,0.107024859561946,-0.0845491384604383,NA,NA
138,NA,NA,NA,1.58907530775201,-0.917991951637895,0.0458446076665983,-0.256849100981688,NA,NA
139,NA,NA,NA,1.31019603529206,-0.767097615598902,0.0265750083470401,-0.36517406584683,NA,NA
140,NA,NA,NA,1.97831878246653,-1.06211461252651,0.0379907342104605,-0.140629031361721,NA,NA
141,NA,NA,NA,1.16652361075588,-0.506676010468433,0.103197691260992,-0.244404004222323,NA,NA
142,NA,NA,NA,1.29435974035623,-0.450530012621996,0.223611769837817,-0.275834021187946,NA,NA
143,NA,NA,NA,0.951984166945677,-0.139478292491684,0.227643280776088,-0.293741705625199,NA,NA
144,NA,NA,NA,0.852299576446145,0.100986511376903,0.106420892589915,-0.216163846939687,NA,NA
145,NA,NA,NA,0.873992025924402,0.235665725247872,0.0355787142984126,-0.264367707622508,NA,NA
146,NA,NA,NA,1.47004568209161,-0.125017879580358,0.178594476935666,-0.250771195791409,NA,NA
147,NA,NA,NA,1.91981677276882,-0.460401209138681,0.327165067414535,-0.124642514785405,NA,NA
148,NA,NA,NA,2.37372048377012,-0.213717786122252,0.0159774223637207,-0.0160843490557126,NA,NA
149,NA,NA,NA,0.769568432323112,0.283830674727097,-0.38935413058175,-0.0213029243669822,NA,NA
150,NA,NA,NA,1.33711669917769,0.085456047794245,0.302374601138148,-0.0351401203025186,NA,NA
151,NA,NA,NA,1.27060639444126,0.0112580215491071,0.263797501581287,-0.433093341518649,NA,NA
152,NA,NA,NA,1.70657848530103,-0.159794012444123,0.330804856837439,-0.615415639510175,NA,NA
153,NA,NA,NA,2.15047029348368,-0.400273614750286,0.642484591177016,0.059529018359542,NA,NA
154,NA,NA,NA,1.38670046962005,-0.296629066226428,0.73958428707916,-0.556451866663887,NA,NA
155,NA,NA,NA,2.34457405326076,-0.383866064836767,0.00625244215533112,0.242365237445113,NA,NA
156,NA,NA,NA,2.717008064567,-0.146066397442749,-0.185281539642824,0.210456425512119,NA,NA
157,NA,NA,NA,2.84522386382742,-0.104824368559719,0.115430967635204,0.110559790703884,NA,NA
158,NA,NA,NA,3.18305559338305,-0.492400783805003,0.483868481378631,-0.207377167508863,NA,NA
159,NA,NA,NA,3.1301967250787,-0.547198862074624,0.48616745170473,-0.187530983057938,NA,NA
160,NA,NA,NA,2.91833890379495,-0.599979774000677,0.541187251739119,-0.20176630955005,NA,NA
161,NA,NA,NA,2.7551551548794,-0.637849783029509,0.520624847987764,-0.161824362293738,NA,NA
162,NA,NA,NA,2.58067011486767,-0.616538804296492,0.403042004664465,-0.0848927425803679,NA,NA
163,NA,NA,NA,3.38530426704704,-1.10116554732795,0.364092188832895,-0.0620800410538398,NA,NA
164,NA,NA,NA,3.62980550673939,-1.10089084958858,0.195899647489306,-0.0246107776977663,NA,NA
165,NA,NA,NA,3.97928774020729,-0.803876211390842,-0.348202247273286,0.10762177907909,NA,NA
166,NA,NA,NA,3.3477261434392,-0.622868959529442,0.457903454158585,0.0924781275858859,NA,NA
167,NA,NA,NA,3.45951827284608,-0.341568134225266,0.240605149072876,1.25751782400901,NA,NA
168,NA,NA,NA,NA,-1.01510998547548,0.614257511799723,-0.194345950673003,NA,NA
169,NA,NA,NA,NA,-1.01576148580158,0.614306746457773,-0.193588704595936,NA,NA
170,NA,NA,NA,2.8424670274116,-0.903022258016132,0.212743610004974,0.273011566804241,NA,NA
171,NA,-0.0726312185499279,NA,NA,-0.654559834347654,0.162735094476771,0.271196547892054,NA,NA
172,NA,0.213155413621203,NA,NA,-0.617206308010445,0.30146369346557,0.787766442403718,NA,NA
173,NA,0.478908277434686,NA,NA,-0.0592020211949833,-0.307496567248295,0.124987012688767,NA,NA
174,NA,1.07024576652097,NA,NA,0.454758657398414,-0.629355356541415,-0.0658105142967932,NA,NA
175,NA,1.13367952105816,NA,NA,0.556946606464639,-0.672838819454526,-0.243789895232655,NA,NA
176,NA,1.1112160018939,NA,NA,0.914586195778992,-0.248070268238525,-0.649001419976028,NA,NA
177,0.000908302877725475,1.09147255458965,NA,NA,0.646385432119787,0.0213863964313788,-1.07493435735259,NA,NA
178,-1.13708019581191,1.02765820740806,NA,NA,1.02314458984929,-0.345987849494231,-0.872492135353172,NA,NA
179,-1.41411962347071,0.802737782838121,NA,NA,1.06721884183974,-0.590089699384022,-0.571222044783177,NA,NA
180,-2.06230514584995,0.801486418768625,NA,NA,0.35970639226905,-0.537378413628914,-0.370153056347267,NA,NA
181,-1.02677057133508,0.826689862327232,NA,NA,-0.476147317806688,0.247522485823003,-0.722331630020076,NA,NA
182,-0.42901889707585,1.06480400801945,NA,NA,-0.698952192271777,1.09434035776602,-0.293960497417808,NA,NA
183,-0.209301323946442,0.933101720389262,NA,NA,0.187931791837655,0.545452849931192,-0.0858478488839514,NA,NA
184,-0.828039057255517,0.670707295603048,NA,NA,0.20712509027277,0.922757446130859,-0.327238108651188,NA,NA
185,-0.909625105510025,0.473147609304299,NA,NA,-0.393768913368112,0.53087260800903,-0.122939027002294,NA,NA
186,-0.568666563673592,0.297288269903662,NA,NA,0.00254017945545756,0.288678425274147,-0.0627360163104786,NA,NA
187,-0.386410012209625,0.255684411008178,NA,NA,0.530681489726115,0.194984633512971,0.107140409203931,NA,NA
188,0.198652218467592,0.363592274298751,NA,NA,0.255476515552762,0.194056469873657,-0.426631542553466,NA,NA
189,0.460386769671284,0.36553786063478,NA,NA,0.038898007681314,0.351971579629225,-0.297446302809188,NA,NA
190,1.16760671032027,0.185936774597098,NA,NA,-0.104219311506531,0.739801518101939,-0.439948082268668,NA,NA
191,0.812719446044492,0.387094139764018,NA,NA,0.0155929682713698,0.732153192578749,-0.63799774414969,NA,NA
192,0.367969474407867,0.56948595180827,NA,NA,0.272503247870874,0.163249034366436,-0.248359161919845,NA,NA
193,0.473324322034133,0.720443623987524,NA,NA,0.161379326505604,-0.148504832946848,0.25501759191814,NA,NA
194,0.498858326881792,0.844867549494831,NA,NA,0.67364226259105,-0.227689779484976,0.18870810084614,NA,NA
195,0.557713767163709,0.94912080375077,NA,NA,-0.197425550996052,0.286516594953418,0.00231080823468502,NA,NA
196,0.699091887237724,1.11346742951149,NA,NA,0.0817147015096568,0.66811982319808,-0.0827243723757764,NA,NA
197,0.804282424534234,1.24856206047616,NA,NA,1.29499342117348,0.835523182537418,-0.47116053646104,NA,NA
198,0.952195897563434,1.48978183294109,NA,NA,0.649858873265229,0.752392288085599,-0.235186164955096,NA,NA
199,0.881318028312917,1.65135853763691,NA,NA,-0.738153450707336,1.71865459046789,-0.190598409093631,NA,NA
200,0.785739940097299,1.67416332909173,NA,NA,-0.565399265379433,0.529443147822933,0.0488931303462017,NA,NA
201,0.957119534572125,1.55829651928148,NA,NA,-0.311938039996064,0.691999369016237,-0.276979276254629,NA,NA
202,1.26944378129128,1.11399578770343,NA,NA,0.00162303253659254,1.80515020751004,-0.398438806054168,NA,NA
203,1.15759280183173,0.900961651204498,NA,NA,3.61890469068976,0.571223316529545,-0.31758657631887,NA,NA
204,1.15965930090383,0.60525177115888,NA,NA,6.33638864143875,0.530438264305196,-0.576353437475087,NA,NA
205,-0.406223452130933,-0.0185603661704738,NA,NA,8.84531611147156,0.306938940024156,-0.541742356143838,NA,NA
206,-0.485490105726342,-0.015130220117179,NA,NA,8.90402431285656,-0.175874827744045,-0.441540764225086,NA,NA
207,-0.566623500580801,-0.000306164096287339,NA,NA,8.51648797833773,0.186513521277862,-0.828301030211257,NA,NA
208,0.0907243275680661,-0.0323282464602941,NA,NA,7.42300321802363,0.475313225623114,-1.15436945881733,NA,NA
209,2.80811281404051,-0.752810151411931,NA,NA,-0.896510940505099,0.607391352293129,-1.35649908985735,NA,NA
210,0.244099054207299,0.155691852029687,NA,NA,-1.19283948750157,0.589129648964277,-1.27751194210501,NA,NA
211,0.187899500906369,0.240091685160889,NA,NA,-1.13091887470217,0.468481127191073,-1.10538759142125,NA,NA
212,0.463884869963932,1.39925074941023,NA,NA,-1.36178018782611,0.507379994240156,-1.14654435637963,NA,NA
213,0.481179109978723,1.70621890566193,NA,NA,-1.2404146940662,0.430878333057497,-1.12037595267958,NA,NA
214,0.302869613028849,1.87564070509766,NA,NA,-1.08801646548505,0.0773661119577421,-1.18111722530456,NA,NA
215,0.429960917485576,1.76732390200947,NA,NA,-0.959642077011951,NA,NA,NA,NA
216,0.1962244716678,1.27469679933254,NA,NA,-0.835527671336026,NA,NA,NA,NA
217,0.066534815703766,2.04987684103644,NA,NA,-1.12001275274885,NA,NA,NA,NA
218,-0.0176732678844165,1.38466099415133,NA,NA,-1.29250408571358,0.17725446466024,-0.111357936335849,NA,NA
219,0.166578390886042,0.941057920285686,NA,NA,-0.847173391915256,0.251169103456118,-0.4163019247353,NA,NA
220,0.695520055674775,0.558600592303184,NA,NA,-0.461924167574533,-0.296869710833464,-0.466802431022583,NA,NA
221,-0.272034301798783,0.333807860558685,NA,NA,-0.562106875634558,-0.176956208907854,-0.26180366710208,NA,NA
222,0.0782429440494251,0.0583512737196091,NA,NA,-0.711544115320376,0.0131888428063346,-0.2950014548984,NA,NA
223,0.547245435387492,-0.0884709643521799,NA,NA,-0.271889056809415,-0.202935613785638,-0.162776105956843,NA,NA
224,0.704830963865133,-0.185301864478808,NA,NA,-0.396864672736737,-0.429266685548095,NA,NA,NA
225,0.638290866053692,-0.254029564260273,NA,NA,-0.767394225004773,0.157993878703387,NA,NA,NA
226,-0.373284941032883,-0.199159545812342,NA,NA,-0.62766038159459,0.508469633583012,NA,NA,NA
227,NA,NA,NA,NA,NA,NA,NA,NA,NA
228,NA,NA,NA,NA,-1.08246387981246,0.390725826162103,NA,NA,NA
229,-0.122914878424683,0.13810925772395,NA,NA,-0.800681618965069,0.445224308660453,NA,NA,NA
230,-0.80035189834745,0.195378647035218,NA,NA,-0.585393021326178,0.0943158683340952,NA,NA,NA
231,-0.415575169831992,0.249346352450743,NA,NA,-0.390876403793946,0.0549366142647138,NA,NA,NA
232,-0.439008764143884,0.327617171364844,NA,NA,-0.243981489604491,-0.156456801474133,NA,NA,NA
233,0.0962968278235333,0.356014371678375,NA,NA,-0.127654913781946,-0.333890416225612,NA,NA,NA
234,0.587621101960442,0.212947049391041,NA,NA,-0.00813920571643153,-0.629657556536617,NA,NA,NA
235,0.812972891198658,0.0626802018667588,NA,NA,0.0342669589088167,-0.68829899783352,NA,NA,NA
236,0.852884324491575,0.123283302104953,NA,NA,-0.224363891768353,-0.720832982114107,NA,NA,NA
237,1.20009006461528,0.106521188090271,NA,NA,-0.107846814235487,-0.867536342519776,NA,NA,NA
238,0.682091744584975,0.176955528842884,NA,NA,0.0748860174230827,-0.9634973791136,NA,NA,NA
239,0.296951076946658,0.241654959072901,NA,NA,0.552432430506791,-0.997695545031782,NA,NA,NA
240,0.969884313634133,0.399337033360595,NA,NA,0.797139151997977,-1.00870106418481,NA,NA,NA
241,0.286729541529017,0.689083080449,NA,NA,1.04192386029902,-0.782317752605365,NA,NA,NA
242,0.1955591274688,0.742985030369175,NA,NA,1.19387470386213,-0.612533569636175,NA,NA,NA
243,1.54393732786814,0.139463410976473,NA,NA,2.19945713998777,-0.168527687792001,NA,NA,NA
244,1.55624717543972,-0.148873676997401,NA,NA,2.35280850922086,0.964919890669787,NA,NA,NA
245,1.48352038046858,-0.0138879431831059,NA,NA,2.65445017892701,1.47420573438606,NA,NA,NA
246,0.382881401882792,0.261841863960806,NA,NA,3.73844825708712,1.59236059768044,NA,NA,NA
247,0.193296383006775,0.319985538832016,NA,NA,4.22736217999697,2.44897335910232,NA,NA,NA
248,-1.16181162096022,0.715608480073356,NA,NA,3.77635156501278,3.85576661929575,NA,NA,NA
249,-0.893934701680391,0.775812033893113,NA,NA,3.85165262740303,4.72088060700292,NA,NA,NA
250,3.17692952006072,0.194893316927712,NA,NA,4.19796176208984,4.43679093075072,NA,NA,NA
251,4.84348469590651,-0.226826760459044,NA,NA,4.29053217196528,4.39018739328044,NA,NA,NA
252,3.95467957477763,-0.0995994193523784,NA,NA,4.5894347966644,3.72567479893884,NA,NA,NA
253,-1.53897418981006,-0.0506458164929195,NA,NA,5.31820792639949,2.34786102647866,NA,NA,NA
254,-1.46151705158708,1.16144006285136,NA,NA,4.90810309575992,1.18332620684654,NA,NA,NA
255,-1.28333793813563,1.39569901945783,NA,NA,4.43340305974432,-0.559201342824747,NA,NA,NA
256,-0.920122705514492,0.785128187175057,NA,NA,4.14152499675818,0.360950110459551,NA,NA,NA
257,-0.988118552328967,0.985188616306489,NA,NA,2.61505486407943,0.188983075815893,NA,NA,NA
258,-1.17103051205009,0.96882697976224,NA,NA,2.68116245155753,0.861184345355931,NA,NA,NA
