"TRANSECT","01/01/1855 12:00:01 AM to 01/01/1855 12:00:01 AM EPR","01/01/1855 12:00:01 AM to 01/01/1867 12:00:01 AM EPR","01/01/1855 12:00:01 AM to 08/01/1924 12:00:01 AM EPR","01/01/1855 12:00:01 AM to 10/01/1924 12:00:01 AM EPR","01/01/1855 12:00:01 AM to 11/24/1933 12:00:01 AM EPR","01/01/1855 12:00:01 AM to 05/12/1951 12:00:01 AM EPR","01/01/1855 12:00:01 AM to 04/18/1974 12:00:01 AM EPR","01/01/1855 12:00:01 AM to 12/29/2002 12:00:01 AM EPR","01/01/1855 12:00:01 AM to 11/25/2003 12:00:01 AM EPR","01/01/1855 12:00:01 AM to 03/01/2006 12:00:01 AM EPR","01/01/1867 12:00:01 AM to 01/01/1867 12:00:01 AM EPR","01/01/1867 12:00:01 AM to 08/01/1924 12:00:01 AM EPR","01/01/1867 12:00:01 AM to 10/01/1924 12:00:01 AM EPR","01/01/1867 12:00:01 AM to 11/24/1933 12:00:01 AM EPR","01/01/1867 12:00:01 AM to 05/12/1951 12:00:01 AM EPR","01/01/1867 12:00:01 AM to 04/18/1974 12:00:01 AM EPR","01/01/1867 12:00:01 AM to 12/29/2002 12:00:01 AM EPR","01/01/1867 12:00:01 AM to 11/25/2003 12:00:01 AM EPR","01/01/1867 12:00:01 AM to 03/01/2006 12:00:01 AM EPR","08/01/1924 12:00:01 AM to 08/01/1924 12:00:01 AM EPR","08/01/1924 12:00:01 AM to 10/01/1924 12:00:01 AM EPR","08/01/1924 12:00:01 AM to 11/24/1933 12:00:01 AM EPR","08/01/1924 12:00:01 AM to 05/12/1951 12:00:01 AM EPR","08/01/1924 12:00:01 AM to 04/18/1974 12:00:01 AM EPR","08/01/1924 12:00:01 AM to 12/29/2002 12:00:01 AM EPR","08/01/1924 12:00:01 AM to 11/25/2003 12:00:01 AM EPR","08/01/1924 12:00:01 AM to 03/01/2006 12:00:01 AM EPR","10/01/1924 12:00:01 AM to 10/01/1924 12:00:01 AM EPR","10/01/1924 12:00:01 AM to 11/24/1933 12:00:01 AM EPR","10/01/1924 12:00:01 AM to 05/12/1951 12:00:01 AM EPR","10/01/1924 12:00:01 AM to 04/18/1974 12:00:01 AM EPR","10/01/1924 12:00:01 AM to 12/29/2002 12:00:01 AM EPR","10/01/1924 12:00:01 AM to 11/25/2003 12:00:01 AM EPR","10/01/1924 12:00:01 AM to 03/01/2006 12:00:01 AM EPR","11/24/1933 12:00:01 AM to 11/24/1933 12:00:01 AM EPR","11/24/1933 12:00:01 AM to 05/12/1951 12:00:01 AM EPR","11/24/1933 12:00:01 AM to 04/18/1974 12:00:01 AM EPR","11/24/1933 12:00:01 AM to 12/29/2002 12:00:01 AM EPR","11/24/1933 12:00:01 AM to 11/25/2003 12:00:01 AM EPR","11/24/1933 12:00:01 AM to 03/01/2006 12:00:01 AM EPR","05/12/1951 12:00:01 AM to 05/12/1951 12:00:01 AM EPR","05/12/1951 12:00:01 AM to 04/18/1974 12:00:01 AM EPR","05/12/1951 12:00:01 AM to 12/29/2002 12:00:01 AM EPR","05/12/1951 12:00:01 AM to 11/25/2003 12:00:01 AM EPR","05/12/1951 12:00:01 AM to 03/01/2006 12:00:01 AM EPR","04/18/1974 12:00:01 AM to 04/18/1974 12:00:01 AM EPR","04/18/1974 12:00:01 AM to 12/29/2002 12:00:01 AM EPR","04/18/1974 12:00:01 AM to 11/25/2003 12:00:01 AM EPR","04/18/1974 12:00:01 AM to 03/01/2006 12:00:01 AM EPR","12/29/2002 12:00:01 AM to 12/29/2002 12:00:01 AM EPR","12/29/2002 12:00:01 AM to 11/25/2003 12:00:01 AM EPR","12/29/2002 12:00:01 AM to 03/01/2006 12:00:01 AM EPR","11/25/2003 12:00:01 AM to 11/25/2003 12:00:01 AM EPR","11/25/2003 12:00:01 AM to 03/01/2006 12:00:01 AM EPR","03/01/2006 12:00:01 AM to 03/01/2006 12:00:01 AM EPR"
11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.06249690368498,2.26552272763087,2.94490310265767,3.4988287312557,NA,2.96041500809718,2.94516496854971,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.54724097925217,4.85989346586348,5.17296559370177,NA,3.61553585829132,3.57124900218325,NA,5.54750723324229,5.54108225077193,NA,3.62446002877277,3.57428786577911,NA,5.53619049113383,NA,2.98532046064748,2.94556804205192,NA,NA,1.00912921824644,1.08117228837471,NA,NA,NA,NA,2.02313688219766,NA
12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.12481402424964,2.29541764734855,2.97111936943552,3.63009099019898,NA,3.04313977278265,3.03691696990847,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.372451953964,4.80776396944775,5.38458783313878,NA,3.71315003560938,3.683879417105,NA,5.55963113337527,5.84020050383917,NA,3.75766944623114,3.72329897210989,NA,6.05381632745482,NA,3.15877358354881,3.13819502889265,NA,NA,0.915947391501334,1.03990704011351,NA,NA,NA,NA,2.6606819438969,NA
13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.18103048383229,2.31238451223365,2.99505460895359,3.78017712286586,NA,3.14921932116469,3.11508513802735,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.14163299084528,4.76164278210915,5.64408509000378,NA,3.85560968254055,3.77761812048237,NA,5.61026116901915,6.2107212183079,NA,3.9489058389452,3.85811921228451,NA,6.66789075098009,NA,3.39674158333139,3.29984049257,NA,NA,0.862540992773551,0.875952518397394,NA,NA,NA,NA,1.05130848621382,NA
14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.24651446105903,2.34824138436143,3.03386141104738,3.86596614404057,NA,3.22521384961933,3.19475235464382,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.99045158079789,4.74255500758209,5.75354094213941,NA,3.93927270684419,3.86734563052122,NA,5.66036870954566,6.37919378016789,NA,4.0632562558946,3.97834025147692,NA,6.92648234998811,NA,3.5324436156736,3.44240154486435,NA,NA,0.903038925132226,0.935009755357148,NA,NA,NA,NA,1.35302900486139,NA
15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.31159861213965,2.36858024891385,3.01444960490118,3.92752901714933,NA,3.29790072578455,3.27270682022194,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.72830987562483,4.53977079991878,5.81099953993904,NA,4.01750652954803,3.9544291206279,NA,5.48867805703206,6.50902022802235,NA,4.18596734074786,4.10962762025113,NA,7.28587349915986,NA,3.75300138824138,3.67022571602266,NA,NA,1.01604072671021,1.06814899269991,NA,NA,NA,NA,1.74946562066167,NA
16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.36394571666427,2.36394334193139,2.98625347850131,3.98229300317046,NA,3.36142564233358,3.34730234599447,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.36392835005296,4.33678044471426,5.86858055634814,NA,4.08918677527547,4.04480564253175,NA,5.37023010113724,6.66214721758228,NA,4.31462828022965,4.25756605299477,NA,7.64576826793522,NA,3.96379087469999,3.9030418902226,NA,NA,1.11131646703966,1.20951039231715,NA,NA,NA,NA,2.49339794423861,NA
17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.36289714894805,2.37694395398228,2.96620889831386,3.92787733358461,NA,3.44430972882314,3.40492430436399,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.46562255673057,4.27551088122085,5.75196210689842,NA,4.2333081076922,4.14404310857549,NA,5.2235943549744,6.49609571873698,NA,4.46429361401897,4.35649255217139,NA,7.46493428590752,NA,4.21193415735896,4.08021100861817,NA,NA,1.69179385670185,1.64432394688633,NA,NA,NA,NA,1.0236539193796,NA
18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.38240417473485,2.32945605432642,2.93414213680346,3.87364968943966,NA,3.5039885438391,3.49812849954773,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.99519033877582,4.13151912894864,5.61179197606373,NA,4.32229625123634,4.28952133849558,NA,5.25060365646344,6.43070761087659,NA,4.62638186033876,4.57993088083555,NA,7.32919798335468,NA,4.41891693266446,4.36623681507463,NA,NA,2.164285431818,2.23387969664949,NA,NA,NA,NA,3.1438261118658,NA
19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.41283543875135,2.35177450147976,2.9268409164909,3.85387970725029,NA,3.55658988957064,3.57961245951138,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.96629192472659,4.04233119483683,5.53350922182495,NA,4.39107288367906,4.40721741383848,NA,5.12983394084698,6.34124264406587,NA,4.70792180357347,4.71618244733433,NA,7.26356737055119,NA,4.56769605114417,4.58438215266151,NA,NA,2.47917047815113,2.65625034583706,NA,NA,NA,NA,4.97157318455031,NA
20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.51166288683382,2.4643706642734,2.89378335373379,3.87145289501454,NA,3.60965374373783,3.62974840221848,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.16581108383506,3.72305791294366,5.45637535804414,NA,4.410747629857,4.42281605390308,NA,4.53879884195859,6.20146558410708,NA,4.70409607323385,4.70850097926763,NA,7.46736258824247,NA,4.75903388274993,4.76257256381336,NA,NA,2.66085741535961,2.8160137211996,NA,NA,NA,NA,4.84468554694791,NA
21,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.54272839256087,2.52578025806673,2.83607227264508,3.78481309969091,NA,3.64332663968825,3.68282887596454,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.41878533057484,3.47268464472573,5.23254248545817,NA,4.44632287713716,4.49151193340167,NA,4.02475435489862,5.86966815142686,NA,4.71126354293287,4.75387145528249,NA,7.27432176523239,NA,4.93943016564212,4.98618742703335,NA,NA,3.13056014250484,3.33948358352535,NA,NA,NA,NA,6.07116178533693,NA
22,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.57351351580703,2.53551857137553,2.80958289124111,3.66048071752978,NA,3.67667237875119,3.7524403431718,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.29565345076816,3.32189862466477,4.92741070247042,NA,4.48153684093315,4.58866325959558,NA,3.85948211875396,5.52332570129989,NA,4.76716874043805,4.87890556955173,NA,6.79011871104825,NA,5.06884538884685,5.2037208145556,NA,NA,3.73535319815911,4.06203631208727,NA,NA,NA,NA,8.3334246103964,NA
23,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.63407485882204,2.57256615171172,2.78854861346108,3.58537524101779,NA,3.76333161554901,3.81799071450415,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.1842567681826,3.12378623061107,4.69417684697157,NA,4.58723709525724,4.65775239153021,NA,3.61594497011995,5.26250396750906,NA,4.90123730148207,4.9708400550121,NA,6.51613709138668,NA,5.32841411943655,5.40254542593463,NA,NA,4.40827012640102,4.60112583925001,NA,NA,NA,NA,7.12271817140342,NA
24,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.89647246845927,2.72472643230928,2.75758711435199,3.50267622951104,NA,3.81905829333961,3.85656826039602,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.64047998080503,2.45617931030946,4.20924559116521,NA,4.49217670692626,4.53757244534121,NA,2.88347144949313,4.79089724414379,NA,4.8648112016842,4.90427772755433,NA,6.24314533322187,NA,5.52332474757201,5.54815999826347,NA,NA,4.96567064506565,5.04799923272097,NA,NA,NA,NA,6.12444717549581,NA
25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.06739457598044,2.84669617203857,2.66019078102073,3.42450840839755,NA,3.84195498170217,3.89729433016937,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.45340951057739,1.77648059843531,3.84074748314537,NA,4.4070740822412,4.48594934817291,NA,1.94571665300345,4.38131804838584,NA,4.79303283278598,4.86979915296194,NA,6.23570078878902,NA,5.73936032242468,5.80148909289052,NA,NA,5.35483909195986,5.48899954339362,NA,NA,NA,NA,7.24315014964768,NA
26,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.28072530401991,2.97365661136004,2.61627924130111,3.3354840810048,NA,3.83404454478096,3.95378227670816,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.03510741483746,1.17430409600195,3.39930894746893,NA,4.237746140344,4.43118736373872,NA,1.24722023741668,3.93464067407079,NA,4.65623863025003,4.86105298636721,NA,5.98074973090836,NA,5.78925218200408,6.01251557910508,NA,NA,5.6408966113309,6.0353765376793,NA,NA,NA,NA,11.1932095247033,NA
27,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.60751534594612,2.91382976871531,2.41493486398839,3.12040942751626,NA,3.78049250191915,3.98710975210035,NA,NA,NA,NA,NA,NA,NA,NA,NA,-1.4654627170531,-0.17319306729221,2.55265623963466,NA,3.90669659662264,4.25635932213684,NA,0.503743449725563,3.46248838765002,NA,4.60868283985601,4.98061040881741,NA,5.71517454415511,NA,5.97299110170765,6.40705850261904,NA,NA,6.17272484630936,6.90498729755195,NA,NA,NA,NA,16.4793336049542,NA
28,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.49676476615024,2.84457767112884,2.31087505419347,2.95275060134253,NA,3.69835362567964,4.01344030033246,NA,NA,NA,NA,NA,NA,NA,NA,NA,-1.2727315800509,-0.262732625428465,2.31866720256567,NA,3.84543281296366,4.37992269093548,NA,0.266340524792319,3.13187609557996,NA,4.5142292474545,5.09541872879741,NA,5.31359586079044,NA,5.92604782233735,6.63409063079188,NA,NA,6.40052209516794,7.58441237405329,NA,NA,NA,NA,23.0638016296141,NA
29,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.22897384659369,2.74391364427011,2.01515608889423,2.66464909853841,NA,3.72176527776315,4.05539991276675,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.31831017716328,-0.619060796015122,2.00689241239172,NA,4.08130579684809,4.64159101404876,NA,-0.776604600014679,2.53339351637337,NA,4.65620868206289,5.26940044310121,NA,5.05351170543089,NA,6.46184607190027,7.19581738773546,NA,NA,7.55290049965509,8.73757258196791,NA,NA,NA,NA,24.2271839330988,NA
30,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.11229641947021,2.7406185875186,1.90653699003451,2.47627675019277,NA,3.71602294359101,4.1111491490311,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.394186731330849,-0.71019178000595,1.73495503529421,NA,4.15650168193394,4.81964396245248,NA,-1.28870427782089,2.03854836320092,NA,4.64812770860653,5.37980507664749,NA,4.57180355108565,NA,6.62127960161187,7.5045683416942,NA,NA,8.20903459271519,9.61519400391001,NA,NA,NA,NA,28.0007566438436,NA
31,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.96061330202281,2.72107108119954,1.75916654135461,2.19116544380785,NA,3.7628307260659,4.15127593522718,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.20882189783989,-0.848202911923277,1.29432461744634,NA,4.34812838104935,4.9958231594519,NA,-1.92574521154927,1.31368519981815,NA,4.75834517393119,5.47517043033827,NA,3.78007557673522,NA,6.97985415839987,7.83329768902694,NA,NA,9.45876305424137,10.7502839513614,NA,NA,NA,NA,27.6369457094388,NA
32,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.90164447559578,2.71799027276733,1.70082507365128,2.05769802501372,NA,3.80483770245591,4.22047755135241,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.55856661336667,-0.90518289110625,1.07402431137084,NA,4.46380728082022,5.15593717046254,NA,-2.19578196125446,0.964308255629036,NA,4.84343842404465,5.6112815550527,NA,3.37029175006108,NA,7.18297760256415,8.0988182571225,NA,NA,10.1367135050971,11.5018014838137,NA,NA,NA,NA,29.3503543163754,NA
33,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.87022127410674,2.73307035591298,1.66732721563275,1.95204590749823,NA,3.90175282279382,4.35484853359404,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.8672256487766,-0.943183150927438,0.881853631644377,NA,4.65435801235098,5.40790739010151,NA,-2.4153746123765,0.658733522806018,NA,5.01855580751298,5.85607627427527,NA,2.99925323133594,NA,7.48927990986402,8.49157906183893,NA,NA,10.9677603083979,12.4442464834582,NA,NA,NA,NA,31.7493329782394,NA
34,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.82832357699887,2.7897734961951,1.65504933647253,1.39051926603474,NA,3.99295012066693,4.48659652751403,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.54640375530518,-0.891180355274102,-0.285333870242299,NA,4.84266138909706,5.66282376292786,NA,-2.6919084116838,-0.926530896572146,NA,5.14271601810593,6.05729086826854,NA,0.417566540933605,NA,7.74661386462863,8.84501691624347,NA,NA,13.4245194274877,14.9100082466557,NA,NA,NA,NA,34.3328044945777,NA
35,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.79070958772142,2.832000732982,1.66894014655188,1.3771353040879,NA,4.13008955099167,4.59308063023944,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.09267503284318,-0.765514271469373,-0.270476181371693,NA,5.1073008756759,5.8715178789881,NA,-2.78657019438748,-1.03200243938271,NA,5.37055435427822,6.22325547887331,NA,0.303864820308178,NA,8.08163760229272,9.09402398161098,NA,NA,14.107176447254,15.4200462934641,NA,NA,NA,NA,32.5858459911434,NA
36,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.68188789105639,2.93007599364598,1.79477112367726,1.42939149394877,NA,4.32263126373432,4.68986300508272,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.49690731954236,-0.130442074674118,-0.0304733842285744,NA,5.51971726520525,6.11413698628541,NA,-2.55441123817245,-1.05561887021257,NA,5.65336901850859,6.31884107102072,NA,0.0855098480834864,NA,8.38128808171721,9.14609369164296,NA,NA,14.8081322949766,15.6667327950967,NA,NA,NA,NA,26.8929516376837,NA
