"TRANSECT","01/01/1855 12:00:01 AM to 01/01/1855 12:00:01 AM EPR","01/01/1855 12:00:01 AM to 01/01/1867 12:00:01 AM EPR","01/01/1855 12:00:01 AM to 08/01/1924 12:00:01 AM EPR","01/01/1855 12:00:01 AM to 10/01/1924 12:00:01 AM EPR","01/01/1855 12:00:01 AM to 11/24/1933 12:00:01 AM EPR","01/01/1855 12:00:01 AM to 05/12/1951 12:00:01 AM EPR","01/01/1855 12:00:01 AM to 04/18/1974 12:00:01 AM EPR","01/01/1855 12:00:01 AM to 12/29/2002 12:00:01 AM EPR","01/01/1855 12:00:01 AM to 11/25/2003 12:00:01 AM EPR","01/01/1855 12:00:01 AM to 03/01/2006 12:00:01 AM EPR","01/01/1867 12:00:01 AM to 01/01/1867 12:00:01 AM EPR","01/01/1867 12:00:01 AM to 08/01/1924 12:00:01 AM EPR","01/01/1867 12:00:01 AM to 10/01/1924 12:00:01 AM EPR","01/01/1867 12:00:01 AM to 11/24/1933 12:00:01 AM EPR","01/01/1867 12:00:01 AM to 05/12/1951 12:00:01 AM EPR","01/01/1867 12:00:01 AM to 04/18/1974 12:00:01 AM EPR","01/01/1867 12:00:01 AM to 12/29/2002 12:00:01 AM EPR","01/01/1867 12:00:01 AM to 11/25/2003 12:00:01 AM EPR","01/01/1867 12:00:01 AM to 03/01/2006 12:00:01 AM EPR","08/01/1924 12:00:01 AM to 08/01/1924 12:00:01 AM EPR","08/01/1924 12:00:01 AM to 10/01/1924 12:00:01 AM EPR","08/01/1924 12:00:01 AM to 11/24/1933 12:00:01 AM EPR","08/01/1924 12:00:01 AM to 05/12/1951 12:00:01 AM EPR","08/01/1924 12:00:01 AM to 04/18/1974 12:00:01 AM EPR","08/01/1924 12:00:01 AM to 12/29/2002 12:00:01 AM EPR","08/01/1924 12:00:01 AM to 11/25/2003 12:00:01 AM EPR","08/01/1924 12:00:01 AM to 03/01/2006 12:00:01 AM EPR","10/01/1924 12:00:01 AM to 10/01/1924 12:00:01 AM EPR","10/01/1924 12:00:01 AM to 11/24/1933 12:00:01 AM EPR","10/01/1924 12:00:01 AM to 05/12/1951 12:00:01 AM EPR","10/01/1924 12:00:01 AM to 04/18/1974 12:00:01 AM EPR","10/01/1924 12:00:01 AM to 12/29/2002 12:00:01 AM EPR","10/01/1924 12:00:01 AM to 11/25/2003 12:00:01 AM EPR","10/01/1924 12:00:01 AM to 03/01/2006 12:00:01 AM EPR","11/24/1933 12:00:01 AM to 11/24/1933 12:00:01 AM EPR","11/24/1933 12:00:01 AM to 05/12/1951 12:00:01 AM EPR","11/24/1933 12:00:01 AM to 04/18/1974 12:00:01 AM EPR","11/24/1933 12:00:01 AM to 12/29/2002 12:00:01 AM EPR","11/24/1933 12:00:01 AM to 11/25/2003 12:00:01 AM EPR","11/24/1933 12:00:01 AM to 03/01/2006 12:00:01 AM EPR","05/12/1951 12:00:01 AM to 05/12/1951 12:00:01 AM EPR","05/12/1951 12:00:01 AM to 04/18/1974 12:00:01 AM EPR","05/12/1951 12:00:01 AM to 12/29/2002 12:00:01 AM EPR","05/12/1951 12:00:01 AM to 11/25/2003 12:00:01 AM EPR","05/12/1951 12:00:01 AM to 03/01/2006 12:00:01 AM EPR","04/18/1974 12:00:01 AM to 04/18/1974 12:00:01 AM EPR","04/18/1974 12:00:01 AM to 12/29/2002 12:00:01 AM EPR","04/18/1974 12:00:01 AM to 11/25/2003 12:00:01 AM EPR","04/18/1974 12:00:01 AM to 03/01/2006 12:00:01 AM EPR","12/29/2002 12:00:01 AM to 12/29/2002 12:00:01 AM EPR","12/29/2002 12:00:01 AM to 11/25/2003 12:00:01 AM EPR","12/29/2002 12:00:01 AM to 03/01/2006 12:00:01 AM EPR","11/25/2003 12:00:01 AM to 11/25/2003 12:00:01 AM EPR","11/25/2003 12:00:01 AM to 03/01/2006 12:00:01 AM EPR","03/01/2006 12:00:01 AM to 03/01/2006 12:00:01 AM EPR"
105,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.487310408631622,-0.43287504540638,-0.500346392843273,-0.441680257870686,-0.38547969287086,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.0892202470984463,-0.528636973948979,-0.388495390724035,-0.310323507804514,NA,NA,NA,-0.758818986386234,-0.456260967031644,-0.339594260826624,NA,NA,NA,-0.225903745966891,-0.197816227818285,NA,NA,NA,-0.175369347047042,NA,NA,NA,NA,NA,NA,NA,NA
106,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.543099972273095,-0.403202508830703,-0.417847891995453,-0.265777859079513,-0.361728763374181,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.479981357953769,-0.14602690186369,0.0574588495674371,-0.227867697585957,NA,NA,NA,-0.473952154231565,-0.0382139180966803,-0.321576287931807,NA,NA,NA,0.293542117991234,-0.270044139933896,NA,NA,NA,-0.720448959221374,NA,NA,NA,NA,NA,NA,NA,NA
107,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.581858927359927,-0.411433275695686,-0.407037252274059,-0.30333726612535,-0.342637049497681,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.664477483029895,-0.0276407527269217,0.0212975926949497,-0.166079283108483,NA,NA,NA,-0.390196747108121,-0.124339146160117,-0.276032532530693,NA,NA,NA,0.0780756445103301,-0.237423221591021,NA,NA,NA,-0.489562459859426,NA,NA,NA,NA,NA,NA,NA,NA
108,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.268285035957227,-0.161500333200142,-0.23527370448885,-0.178642691758444,-0.21935131631748,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.512640029132229,-0.163632796126995,-0.0741587904909474,-0.183235772380131,NA,NA,NA,-0.517888404443304,-0.207029030587256,-0.275359283607804,NA,NA,NA,0.0296485549421646,-0.193338115477993,NA,NA,NA,-0.371543793103742,NA,NA,NA,NA,NA,NA,NA,NA
109,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.424536108103076,-0.259700372350925,-0.25958995321828,-0.191028554554483,-0.243496577057059,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.78092080049683,0.0983747771065692,0.0811394748322025,-0.109880306190568,NA,NA,NA,-0.259166954113091,-0.0773136604615616,-0.22780900205151,NA,NA,NA,0.0611431533964888,-0.217204024598126,NA,NA,NA,-0.439652511659177,NA,NA,NA,NA,NA,NA,NA,NA
110,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.559700027883357,-0.400999740551983,-0.42652940942455,-0.311421500209037,-0.303575989094957,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.600887856093733,-0.13752367566195,-0.0220369531601754,-0.11454357863499,NA,NA,NA,-0.524329734695324,-0.163087286255026,-0.209255962176166,NA,NA,NA,0.111950231279119,-0.102700845083171,NA,NA,NA,-0.274244912915399,NA,NA,NA,NA,NA,NA,NA,NA
111,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.404944991610354,-0.449726122462852,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.617143992547059,NA,NA,NA,NA,NA,NA,NA,NA
112,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.742993903399094,-0.574623491209203,-0.520669704325492,-0.408764855039956,-0.433783622009506,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.488312376467889,-0.0381836347250539,-0.0191994637997788,-0.205570897008835,NA,NA,NA,-0.313980854064413,-0.134116566242807,-0.297430627431854,NA,NA,NA,0.00282588730630067,-0.291833489584906,NA,NA,NA,-0.527318300532293,NA,NA,NA,NA,NA,NA,NA,NA
113,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.784841939067915,-0.633553006417589,-0.544488400240954,-0.449358230956027,-0.439304789412037,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.321546115839419,-0.0228752121741687,-0.0583304533079285,-0.184281010262279,NA,NA,NA,-0.203295277146904,-0.144346800413029,-0.251244929440699,NA,NA,NA,-0.0994654671884703,-0.267461070739553,NA,NA,NA,-0.401719187211527,NA,NA,NA,NA,NA,NA,NA,NA
114,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.816274939126658,-0.749962675334018,-0.560231843822242,-0.477022956921921,-0.477281699768598,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.331328054587423,-0.00456931488242103,-0.0816030141448831,-0.227087655239933,NA,NA,NA,0.166598462060996,-0.0250571845146046,-0.213287790984278,NA,NA,NA,-0.170977171169403,-0.34176190627357,NA,NA,NA,-0.478249030773101,NA,NA,NA,NA,NA,NA,NA,NA
115,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.724236106155007,-0.617734563511634,-0.582533692964288,-0.554886912063216,-0.567159495505351,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0546181863937908,-0.275012331465297,-0.357499565342569,-0.451229063990811,NA,NA,NA,-0.447684447307051,-0.450816359429383,-0.518195647322228,NA,NA,NA,-0.453200889096315,-0.542041901213538,NA,NA,NA,-0.613041538705213,NA,NA,NA,NA,NA,NA,NA,NA
116,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.556417012641962,-0.387443605397443,-0.467215033925991,-0.772458096234071,-0.611951213102313,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.679299018248591,-0.273629664944172,-1.02426783469546,-0.65293824354915,NA,NA,NA,-0.772807389876579,-1.41001049333977,-0.829306460518927,NA,NA,NA,-1.89515491780663,-0.848413938236942,NA,NA,NA,-0.0118832827884282,NA,NA,NA,NA,NA,NA,NA,NA
117,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.676409790652053,-0.439139006338177,-0.540776661570282,-1.00854678112608,-0.778744531116404,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.05877041681306,-0.246426808378602,-1.39567374472954,-0.854272711740453,NA,NA,NA,-0.930135246324183,-1.95143932254133,-1.10753090774225,NA,NA,NA,-2.72902495508,-1.16752452550058,NA,NA,NA,0.0803897181704694,NA,NA,NA,NA,NA,NA,NA,NA
118,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.662211132569101,-0.293088476192401,-0.532131835200102,-1.31535150071041,-0.947168196251931,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.03721235239107,-0.249834859947412,-2.07662848815022,-1.15748082789859,NA,NA,NA,-1.44787102404217,-3.00813516798938,-1.58041025355726,NA,NA,NA,-4.19606637236915,-1.62523382934231,NA,NA,NA,0.429314787977232,NA,NA,NA,NA,NA,NA,NA,NA
119,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.324734632260493,-0.0434338756047353,-0.233438766692769,-1.64390621834339,-0.219638421366521,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.73244028164855,-0.035309262427882,-3.18148530540439,-0.142072136805821,NA,NA,NA,-0.961318953631472,-4.29415706058345,-0.390229445125196,NA,NA,NA,-6.83166482922202,-0.197092107913902,NA,NA,NA,5.10510163008066,NA,NA,NA,NA,NA,NA,NA,NA
120,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.485053308349468,-0.198892012836685,-0.31800743445283,-1.36547819719015,-0.918909066598328,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.60766711465677,0.0445140880588813,-2.39166987012417,-1.23911641676226,NA,NA,NA,-0.774320715951839,-3.29724917196246,-1.61598782693269,NA,NA,NA,-5.21811971874732,-1.90063207658515,NA,NA,NA,0.75062565183695,NA,NA,NA,NA,NA,NA,NA,NA
121,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.425053159793263,-0.331918476575337,-0.290052280983375,-0.984578609847094,-0.683144447250283,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.256048221548726,0.00292546809208331,-1.6367414063759,-0.873628786078873,NA,NA,NA,-0.129669176635967,-2.06533022404879,-1.02318106576678,NA,NA,NA,-3.53907565891275,-1.32535875326227,NA,NA,NA,0.443791485627335,NA,NA,NA,NA,NA,NA,NA,NA
122,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.443993474706467,-0.340617888062607,-0.361556906864138,-0.592780074024413,-0.454099869880057,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.312000451803393,-0.182653774522582,-0.766200397778885,-0.461558897348786,NA,NA,NA,-0.441771141520394,-1.01033995799143,-0.563966544276608,NA,NA,NA,-1.4432286079956,-0.605291930851342,NA,NA,NA,0.0643672603307898,NA,NA,NA,NA,NA,NA,NA,NA
123,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.288186826683822,-0.131743690147474,-0.250249757829327,-0.311102346731247,-0.229416594259524,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.855894333146341,-0.167919056448022,-0.337811855005808,-0.186041209617726,NA,NA,NA,-0.704228695969776,-0.608105561332754,-0.323977836331469,NA,NA,NA,-0.534920728148522,-0.195380414370528,NA,NA,NA,0.0759721807601834,NA,NA,NA,NA,NA,NA,NA,NA
124,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.334277797024561,-0.188084882378397,-0.253687197244212,-0.172582985830728,-0.255218584974438,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.734842670963984,-0.0787901689549528,0.0158826867177191,-0.196868913879148,NA,NA,NA,-0.504999807854941,-0.146913117452073,-0.320213542993579,NA,NA,NA,0.125721714959378,-0.257720489598338,NA,NA,NA,-0.564158438399343,NA,NA,NA,NA,NA,NA,NA,NA
125,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.347081740094561,-0.235055078419322,-0.275807984854948,-0.128533084192863,-0.231835434798483,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.472178189480752,-0.121130292662565,0.126199390615477,-0.146777870542591,NA,NA,NA,-0.43192624573127,0.0478585955488095,-0.228718362539976,NA,NA,NA,0.413150194766823,-0.159995283451089,NA,NA,NA,-0.61803960570365,NA,NA,NA,NA,NA,NA,NA,NA
126,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.33946136081925,-0.271938035616473,-0.239789965026476,-0.269209850137916,-0.248304928321819,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.154342112595732,-0.0234839569174591,-0.187327208942767,-0.181026900669926,NA,NA,NA,-0.116635537281118,-0.264692198898808,-0.225424724235348,NA,NA,NA,-0.377417424966619,-0.262216249158784,NA,NA,NA,-0.170150191759767,NA,NA,NA,NA,NA,NA,NA,NA
127,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.416777750364891,-0.302511586449294,-0.280183794389225,-0.220945290301804,-0.219988221034225,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.418859838066645,0.016251237085039,0.00731000138076568,-0.0747476600207739,NA,NA,NA,-0.194649378061586,-0.0858781983623165,-0.140093883863151,NA,NA,NA,-0.00306358072002756,-0.121643706224112,NA,NA,NA,-0.216410140372776,NA,NA,NA,NA,NA,NA,NA,NA
128,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.526680687025317,-0.26411911585602,-0.317480373725325,-0.231418035101137,-0.215122181104849,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.39345306585688,0.136524351553716,0.112729522031176,0.0148236515942383,NA,NA,NA,-0.521899334367753,-0.177267729282988,-0.167686190029231,NA,NA,NA,0.0851228661068204,-0.0478944892821492,NA,NA,NA,-0.154198816390185,NA,NA,NA,NA,NA,NA,NA,NA
129,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.559461746682423,-0.281659918398955,-0.288493280375538,-0.249849618246172,-0.255308298402897,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.47212522441904,0.299560160675141,0.111023174047359,-0.0308277703354405,NA,NA,NA,-0.314670863302233,-0.197174371995081,-0.229796187955392,NA,NA,NA,-0.1077166035971,-0.201092335846398,NA,NA,NA,-0.275716014508145,NA,NA,NA,NA,NA,NA,NA,NA
130,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.592351188297258,-0.208219017198517,-0.277607593067696,-0.244282240380688,-0.262848831597852,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.21683807732847,0.405446257241906,0.16141444139897,-0.0196595353733475,NA,NA,NA,-0.543424800645093,-0.303999978113597,-0.315738250119029,NA,NA,NA,-0.121710191546615,-0.238736705820924,NA,NA,NA,-0.332261530587972,NA,NA,NA,NA,NA,NA,NA,NA
131,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.564990807300507,-0.30993605762697,-0.301954796440641,-0.248843282019469,-0.235892136370325,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.30024496006661,0.268883697848233,0.119646934436471,0.00699921947190985,NA,NA,NA,-0.271379784128877,-0.147678659748328,-0.16420710534193,NA,NA,NA,-0.0534968981289379,-0.127962268946928,NA,NA,NA,-0.187473233621492,NA,NA,NA,NA,NA,NA,NA,NA
132,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.539347790931291,-0.268497272620259,-0.361284173064156,-0.255923060584977,-0.238120392514174,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.44140369481951,0.0251479628955735,0.0744266397374875,-0.0157994362746243,NA,NA,NA,-0.716736846170737,-0.235101197471748,-0.20871125863804,NA,NA,NA,0.131599542560498,-0.0369015725033663,NA,NA,NA,-0.171563681830667,NA,NA,NA,NA,NA,NA,NA,NA
133,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.51845222767172,-0.271112635674539,-0.342408329211596,-0.252976179762994,-0.227135121997129,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.29036197504218,0.0396406290173905,0.0564531800613226,-0.0121284597783417,NA,NA,NA,-0.615531418004264,-0.222943697306864,-0.18455864334752,NA,NA,NA,0.0759590273900819,-0.0388075257591788,NA,NA,NA,-0.130526242999986,NA,NA,NA,NA,NA,NA,NA,NA
134,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.469388270917031,-0.181320778066757,-0.29262899358782,-0.257880049571086,-0.212075128480424,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.6372723255543,0.0909724737259126,-0.0113536527672691,-0.022165099777474,NA,NA,NA,-0.719034041675487,-0.384655919648563,-0.241849707220255,NA,NA,NA,-0.130071971950584,-0.0804702555880875,NA,NA,NA,-0.0408297360040084,NA,NA,NA,NA,NA,NA,NA,NA
135,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.424462694319641,-0.138711379813794,-0.30152097463639,-0.245733821680921,-0.18250386423651,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.66525950481875,-0.0347139092469275,-0.0374138580594371,-0.00392608958071117,NA,NA,NA,-0.925220068045409,-0.422954201641749,-0.224901208290883,NA,NA,NA,-0.0405463267249394,0.0119403336341555,NA,NA,NA,0.0538864322865145,NA,NA,NA,NA,NA,NA,NA,NA
136,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.38529171193416,-0.107149808026629,-0.313768755024062,-0.23666553175161,-0.165031537649846,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.64878225938362,-0.158550247504193,-0.0634321867877294,-0.00246846129724039,NA,NA,NA,-1.10529489366377,-0.451132940353066,-0.221069271924286,NA,NA,NA,0.0469233663757874,0.0779678834306481,NA,NA,NA,0.102777927851247,NA,NA,NA,NA,NA,NA,NA,NA
137,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.348829328610846,-0.10284304734383,-0.280828983999206,-0.197919544832325,-0.173994573554752,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.45008800458191,-0.13325521947039,-0.0220245134211727,-0.0449577391491555,NA,NA,NA,-0.962666362517797,-0.355358421354831,-0.242879355419136,NA,NA,NA,0.107024859561946,0.000546138902993464,NA,NA,NA,-0.0845491384604383,NA,NA,NA,NA,NA,NA,NA,NA
138,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.314184501427627,-0.0539302951300308,-0.232793580816151,-0.173230587381646,-0.190876907970741,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.58907530775201,-0.056159703124807,-0.00893976065148665,-0.0998697079849957,NA,NA,NA,-0.917991951637895,-0.370782079885604,-0.323460677497115,NA,NA,NA,0.0458446076665983,-0.122395545909031,NA,NA,NA,-0.256849100981688,NA,NA,NA,NA,NA,NA,NA,NA
139,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.274199804906738,-0.0575474698637967,-0.204426421694812,-0.155046483015675,-0.199390474933374,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.31019603529206,-0.0530048240058342,-0.0161656445968025,-0.144177430360689,NA,NA,NA,-0.767097615598902,-0.316496846650939,-0.336714647492116,NA,NA,NA,0.0265750083470401,-0.191162997176124,NA,NA,NA,-0.36517406584683,NA,NA,NA,NA,NA,NA,NA,NA
140,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.283780775672591,0.025541641703204,-0.199606378537425,-0.148816516086336,-0.147088681255883,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.97831878246653,-0.0169318239726886,0.00849298423173494,-0.0462030470114564,NA,NA,NA,-1.06211461252651,-0.437539315096057,-0.314219349752905,NA,NA,NA,0.0379907342104605,-0.0612878960779029,NA,NA,NA,-0.140629031361721,NA,NA,NA,NA,NA,NA,NA,NA
141,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.3867377261457,-0.174342763325409,-0.243136715792848,-0.169102664230069,-0.184993781269623,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.16652361075588,0.0685049649801114,0.0845649581952596,-0.0360966126319923,NA,NA,NA,-0.506676010468433,-0.16042549020463,-0.195305479230196,NA,NA,NA,0.103197691260992,-0.090002765043217,NA,NA,NA,-0.244404004222323,NA,NA,NA,NA,NA,NA,NA,NA
142,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.375499613471961,-0.147160887112529,-0.209959181835673,-0.117277041284364,-0.150737900352014,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.29435974035623,0.149295242797208,0.183697927394045,0.0151475378566054,NA,NA,NA,-0.450530012621996,-0.0677918452828235,-0.154200957152756,NA,NA,NA,0.223611769837817,-0.0539851348355829,NA,NA,NA,-0.275834021187946,NA,NA,NA,NA,NA,NA,NA,NA
143,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.329417890165253,-0.154197316645521,-0.151150435670744,-0.0701777313597864,-0.11735725407804,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.951984166945677,0.235724064789083,0.231983299783443,0.0391541510710788,NA,NA,NA,-0.139478292491684,0.0689518060411231,-0.0816908417187549,NA,NA,NA,0.227643280776088,-0.0621476454241769,NA,NA,NA,-0.293741705625199,NA,NA,NA,NA,NA,NA,NA,NA
144,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.405385590259201,-0.233408094987946,-0.164187435143067,-0.106340942040849,-0.129517271114817,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.852299576446145,0.359258731948861,0.242214774326101,0.0740874103672096,NA,NA,NA,0.100986511376903,0.104071834316688,-0.0289361996842912,NA,NA,NA,0.106420892589915,-0.0728748924528971,NA,NA,NA,-0.216163846939687,NA,NA,NA,NA,NA,NA,NA,NA
145,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.470234546199966,-0.286423267295717,-0.178349321503109,-0.132619070882091,-0.160422467295209,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.873992025924402,0.455097489169104,0.260893418162911,0.0682344145110455,NA,NA,NA,0.235665725247872,0.122068055037104,-0.0384357990536423,NA,NA,NA,0.0355787142984126,-0.131134470173722,NA,NA,NA,-0.264367707622508,NA,NA,NA,NA,NA,NA,NA,NA
146,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.534944235481354,-0.260779322674443,-0.23267630757314,-0.144761154338434,-0.167132840901654,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.47004568209161,0.423302956539361,0.310022250655764,0.104330450248008,NA,NA,NA,-0.125017879580358,0.0473554103386624,-0.0764697474612872,NA,NA,NA,0.178594476935666,-0.0600512056663516,NA,NA,NA,-0.250771195791409,NA,NA,NA,NA,NA,NA,NA,NA
147,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.658298881581222,-0.305764014754246,-0.337774365483924,-0.195633823687635,-0.180652268264153,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.91981677276882,0.357825189700663,0.343631973753775,0.1718749333624,NA,NA,NA,-0.460401209138681,-0.0132672661181965,-0.0595263300784551,NA,NA,NA,0.327165067414535,0.0760459498240404,NA,NA,NA,-0.124642514785405,NA,NA,NA,NA,NA,NA,NA,NA
148,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.79238972925871,-0.359451726486668,-0.329284375333843,-0.255479609729294,-0.2049591527697,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.37372048377012,0.675742890960982,0.370323568666312,0.228594130150945,NA,NA,NA,-0.213717786122252,-0.0833103177975142,-0.0553884013481108,NA,NA,NA,0.0159774223637207,-0.0018428269292034,NA,NA,NA,-0.0160843490557126,NA,NA,NA,NA,NA,NA,NA,NA
149,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.791423697125326,-0.577971615740018,-0.399576025420973,-0.397390945699804,-0.318023715783459,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.769568432323112,0.450808430209633,0.0618794969027344,0.0313692580587499,NA,NA,NA,0.283830674727097,-0.0983641771100904,-0.0663572324598233,NA,NA,NA,-0.38935413058175,-0.184787634192434,NA,NA,NA,-0.0213029243669822,NA,NA,NA,NA,NA,NA,NA,NA
150,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.709445881805665,-0.429596269270757,-0.322978935847101,-0.189300459036292,-0.15676743922645,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.33711669917769,0.515728314929057,0.41696239010184,0.251137022628151,NA,NA,NA,0.085456047794245,0.208609680648413,0.107369613690796,NA,NA,NA,0.302374601138148,0.114780584655985,NA,NA,NA,-0.0351401203025186,NA,NA,NA,NA,NA,NA,NA,NA
151,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.615180437497033,-0.35731550869149,-0.281019711812595,-0.164557053621023,-0.221227248079547,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.27060639444126,0.444173028438497,0.360673400474637,0.0695300012448843,NA,NA,NA,0.0112580215491071,0.154635127497982,-0.0894744854084065,NA,NA,NA,0.263797501581287,-0.123541313593149,NA,NA,NA,-0.433093341518649,NA,NA,NA,NA,NA,NA,NA,NA
