"TRANSECT","01/01/1855 12:00:01 AM to 01/01/1867 12:00:01 AM","01/01/1867 12:00:01 AM to 08/01/1924 12:00:01 AM","08/01/1924 12:00:01 AM to 10/01/1924 12:00:01 AM","10/01/1924 12:00:01 AM to 11/24/1933 12:00:01 AM","11/24/1933 12:00:01 AM to 05/12/1951 12:00:01 AM","05/12/1951 12:00:01 AM to 04/18/1974 12:00:01 AM","04/18/1974 12:00:01 AM to 12/29/2002 12:00:01 AM","12/29/2002 12:00:01 AM to 11/25/2003 12:00:01 AM","11/25/2003 12:00:01 AM to 03/01/2006 12:00:01 AM"
1,NA,NA,NA,52.2175450611293,47.0368099047476,50.1143645070395,NA,NA,0.8467814839238
2,NA,NA,NA,57.3155906756691,53.396420343764,53.0365971725685,NA,NA,1.140300727682
3,NA,NA,NA,59.0773665635386,61.3743697203387,58.1516887255223,NA,NA,0.439801401005099
4,NA,NA,NA,58.2815660146331,65.0239807810336,65.1494740959313,NA,NA,4.0451841252899
5,NA,NA,NA,52.791352664957,70.3746381636951,74.8964457205847,NA,NA,5.6419515995954
6,NA,NA,NA,47.0994793922825,79.5668910902609,81.2918209310513,NA,NA,7.2532606061326
7,NA,NA,NA,41.9312914097044,83.3629253687677,91.6885069347059,NA,NA,6.2906527332609
8,NA,NA,NA,40.5893220774629,86.0131088596753,99.1952218079656,NA,NA,6.3414151665139
9,NA,NA,NA,37.8803840992115,91.204404516572,108.037738528137,NA,NA,5.6913470495038
10,NA,NA,NA,34.4351996067314,95.782263457039,117.34726626262,NA,NA,4.2926641920474
11,NA,NA,NA,32.4471789505311,96.8700068103617,126.972396288099,NA,NA,4.5807917907665
12,NA,NA,NA,30.8483558609,97.0817131207947,138.844132443776,NA,NA,6.024322977694
13,NA,NA,NA,28.737017994289,97.9658096512584,152.927914636441,NA,NA,2.3803754088948
14,NA,NA,NA,27.3541375262033,98.8407824251498,158.85870676482,NA,NA,3.0635317919791
15,NA,NA,NA,24.9562855426764,95.8427377216466,167.10133416143,NA,NA,3.9611446085892
16,NA,NA,NA,21.6232296167746,93.7744115686948,175.355512061583,NA,NA,5.645558110569
17,NA,NA,NA,22.5534427434273,91.2138730903818,171.208089015872,NA,NA,2.3177598667404
18,NA,NA,NA,18.2503242213552,91.6855067646037,168.094980168548,NA,NA,7.118259259447
19,NA,NA,NA,17.9859858193334,89.5766382796472,166.58974363616,NA,NA,11.2566489353131
20,NA,NA,NA,19.8110193869759,79.2560435246912,171.263782071751,NA,NA,10.9693496162243
21,NA,NA,NA,22.125015166189,70.2798509991657,166.836395420539,NA,NA,13.7463403051982
22,NA,NA,NA,20.9987082245487,67.3938840291794,155.731209972488,NA,NA,18.868561677749
23,NA,NA,NA,19.979745003417,63.1412631212904,149.447448089107,NA,NA,16.1272770095842
24,NA,NA,NA,15.0057320078565,50.3508850382573,143.18638865544,NA,NA,13.866989224189
25,NA,NA,NA,13.2945685827216,33.97590620487,143.015648207216,NA,NA,16.3999594079634
26,NA,NA,NA,9.46829260225041,21.7788328726453,137.16835180238,NA,NA,25.3436941189038
27,NA,NA,NA,-13.404821184598,8.79631685979257,131.077391256365,NA,NA,37.3125500103959
28,NA,NA,NA,-11.6418787377141,4.65081114196727,121.867193773693,NA,NA,52.2211196377574
29,NA,NA,NA,-2.91163395455857,-13.560990500667,115.902169901149,NA,NA,54.8552528752161
30,NA,NA,NA,3.60568889630764,-22.5032229649008,104.854204921135,NA,NA,63.3993860217895
31,NA,NA,NA,11.0572866822261,-33.6271669264269,86.6959427961968,NA,NA,62.5756443578533
32,NA,NA,NA,14.2564573723698,-38.3425211717068,77.2975605482866,NA,NA,66.4551485821832
33,NA,NA,NA,17.0798107941482,-42.177025700557,68.7878010099963,NA,NA,71.8869223080191
34,NA,NA,NA,23.2923612497594,-47.0058307648701,9.57687861300701,NA,NA,77.7364252348139
35,NA,NA,NA,28.2891917446381,-48.6588051819628,6.96913237432335,NA,NA,73.7809572475718
36,NA,NA,NA,41.1339284177714,-44.6048691122856,1.96116631730422,NA,NA,60.8910910454878
37,NA,NA,NA,43.6888851015199,-42.1002130884318,0.37642046947127,NA,NA,46.1011076394725
38,NA,NA,NA,49.112171562318,-30.5295228673707,-7.6075524296719,NA,NA,39.4115717837886
39,NA,NA,NA,56.4213220600892,-17.5390985297144,-15.7161318485789,NA,NA,25.4329997908688
40,NA,NA,NA,58.2460867926404,-15.2784041686475,-16.6049653396695,NA,NA,5.6841034323799
41,NA,NA,NA,59.6644598023673,-13.5590099932658,-17.3074541933235,NA,NA,-7.9793446886011
42,NA,NA,NA,61.5609359814247,-11.292679769946,-18.2630462248309,NA,NA,-4.4435770131845
43,NA,NA,NA,67.1298410267705,-6.7771883643741,-18.3734160285707,NA,NA,0.0812022776503998
44,NA,NA,NA,75.6533041758318,-3.54750078967157,-13.8640647120902,203.037219788269,NA,NA
45,NA,NA,NA,79.1859555769119,-0.225609044385095,-7.50754778519871,131.269809807065,NA,NA
46,NA,NA,NA,76.183620710867,7.734632682227,-0.437120645499789,89.5179325072891,NA,NA
47,NA,NA,NA,72.3083999986615,20.5175821479641,9.7768191895296,32.152377377094,NA,NA
48,NA,NA,NA,60.6405011493115,36.661059850577,24.5664989756165,-30.6846157672817,NA,NA
49,NA,NA,NA,44.9412369202698,53.7907574030555,60.0576893542963,-109.324943049071,NA,NA
50,NA,NA,NA,34.6118378146139,10.1917557769221,125.56254746349,-158.49564387212,NA,NA
51,NA,NA,NA,24.4091259653074,-11.2077879464019,106.064590974907,-123.666226847851,NA,NA
52,NA,NA,NA,22.109020601683,-15.2979492954334,23.8279654555571,-38.7074322245035,NA,NA
53,NA,NA,NA,21.7527362448602,-15.9117866626469,23.831955288179,-38.3094855205179,NA,NA
54,NA,NA,NA,11.4033894343805,-31.4097894071142,26.6419316152309,-32.124387095422,NA,NA
55,NA,NA,NA,4.4169512160901,-43.5388113078756,21.9154491753532,-20.1598909146127,NA,NA
56,NA,NA,NA,7.0908999475266,-34.5432638511863,8.1114554468723,-11.3349473407912,NA,NA
57,NA,NA,NA,4.2864029902397,-26.9181441608793,-0.739207304544703,-9.3300108253586,NA,NA
58,NA,NA,NA,8.3325785500964,-17.8780458192744,-15.0391993917312,-7.2474515249145,NA,NA
59,NA,NA,NA,8.9877821636188,-15.1646215010664,-20.9525400613847,-6.3032442242218,NA,NA
60,NA,NA,NA,5.7812169562554,-17.0319475376769,-20.8306403026642,-5.19840115330159,NA,NA
61,NA,NA,NA,2.775555944471,-18.7880865756752,-21.2780277109331,-2.8223420180538,NA,NA
62,NA,NA,NA,-2.98378655811749,-15.6084300541326,-20.9593070505707,2.9934858707077,NA,NA
63,NA,NA,NA,-2.67047778943341,-16.4075564858131,-14.9925101272278,11.4926915306947,NA,NA
64,NA,NA,NA,5.30508317497481,-19.150890023553,0.103933974216105,13.8281454257124,NA,NA
65,NA,NA,NA,2.59383242793751,-13.9145203191149,15.3913179577121,5.3166639490906,NA,NA
66,NA,NA,NA,9.8084213593371,-9.9094863993339,46.7752200605034,-17.1590151561326,NA,NA
67,NA,NA,NA,4.7544759051794,-0.340311157228797,30.6013052280793,-4.6688657697647,NA,NA
68,NA,NA,NA,7.9528584760774,-4.8707634800121,9.0891480349588,-4.7046495650815,NA,NA
69,NA,NA,NA,7.9964612840076,-5.12199673930471,7.9898678418411,-4.2873897678277,NA,NA
70,NA,NA,NA,8.4086085205099,-6.49008360272521,2.4470158526789,-4.3413948355313,NA,NA
71,NA,NA,NA,7.4393971945597,-7.5195081447857,-3.690633447216,-1.2950131188654,NA,NA
72,NA,NA,NA,-65.2963781391572,36.6671701898793,-4.99491587862789,13.5952889391888,NA,NA
73,NA,NA,NA,-41.6833255356158,18.0910239656525,-1.84557340236709,-4.9590244191843,NA,NA
74,NA,NA,NA,-33.8788569792935,15.4055366135993,-1.5188218436701,2.7693803030239,NA,NA
75,NA,NA,NA,-38.7341150073999,38.928982015806,-17.1403964836673,4.7489024793632,NA,NA
76,NA,NA,NA,-36.7140942254455,20.8162016859007,3.7701600313105,-4.5676298603778,NA,NA
77,NA,NA,NA,-42.1872205303717,35.4447166579613,-11.7525894089641,11.7823317231037,NA,NA
78,NA,NA,NA,-61.0552976421205,52.3541440567719,-4.2467039097388,-5.5010262084915,NA,NA
79,NA,NA,NA,-52.7103902532914,28.2267627367707,29.0401660789712,-16.271081347416,NA,NA
80,NA,NA,NA,-43.6213134117566,33.4421929194239,9.2331186504833,-7.3067905888641,NA,NA
81,NA,NA,NA,-48.9801868366822,46.7758867857351,7.7540022165643,-18.6777123907981,NA,NA
82,NA,NA,NA,-48.5118443261619,29.9796379706202,-11.9809479143008,5.1018338210656,NA,NA
83,NA,NA,NA,-41.8896609032887,3.87753350678119,47.7916133801905,-22.6314542541342,NA,NA
84,NA,NA,NA,-45.06590909656,2.7236813305863,35.1196683161117,-9.8962808951812,NA,NA
85,NA,NA,NA,-51.6929399895095,12.5195560973223,33.5338690367669,-19.2558341156468,NA,NA
86,NA,NA,NA,-38.0881892598238,62.2028852140995,-16.0831577423873,-5.7623011843734,NA,NA
87,NA,NA,NA,-39.8219834962128,25.3908186316787,-2.33454455966859,-4.01481636001421,NA,NA
88,NA,NA,NA,NA,0.339015137764505,-0.329100336262499,3.19242238727421,NA,NA
89,NA,NA,NA,-5.58273635223641,1.26501079725871,20.8165873709464,5.0220028053584,NA,NA
90,NA,NA,NA,-7.1645794029475,4.1628154419969,-1.3695175954672,4.2625971348295,NA,NA
91,NA,NA,NA,-8.0469913630378,0.347233843468302,4.68003747099431,-8.51483857408951,NA,NA
92,NA,NA,NA,-36.7580712868574,8.17027962248159,7.42446971370411,-16.1512835803316,NA,NA
93,NA,NA,NA,-52.5137003853039,NA,NA,-3.1776168567361,NA,NA
94,NA,NA,NA,-57.9141328357309,31.7903837453738,-3.26730606240361,-1.3295124628836,NA,NA
95,NA,NA,NA,-53.7824377251259,26.5825679699108,-6.3886507114244,4.2635641102681,NA,NA
96,NA,NA,NA,-39.5322348073851,19.0851468841095,-1.1961364378389,8.184243294016,NA,NA
97,NA,NA,NA,-23.7555178431129,1.1347160154995,13.6961849245844,-12.3674717534843,NA,NA
98,NA,NA,NA,NA,3.3001616950001,2.7552843618466,-5.7387669704713,NA,NA
99,NA,NA,NA,-13.4446317188993,5.0789718018385,-2.4445098909871,-2.29859005423101,NA,NA
100,NA,NA,NA,-13.6501372105471,-5.5078806385642,6.1967877455088,-8.1566875871183,NA,NA
101,NA,NA,NA,0.397416884110697,-3.7902783425806,-7.1289439065343,1.9622422942286,NA,NA
102,NA,NA,NA,10.5268665440602,-16.1897273927384,-6.91174445836599,4.1024105599281,NA,NA
103,NA,NA,NA,-10.389743926533,-2.4159314769414,-0.945811622900401,-7.8488874613793,NA,NA
104,NA,NA,NA,-0.0508355851176958,-18.2343131753303,2.2947860853875,-2.32754859318531,NA,NA
105,NA,NA,NA,-0.816111829037396,-13.250419925294,-5.1810970019566,-5.0327961746837,NA,NA
106,NA,NA,NA,4.3904660285381,-8.2761042893429,6.73238144397691,-20.6756358912117,NA,NA
107,NA,NA,NA,6.0780815080161,-6.8135758928345,1.7906630364491,-14.049593710287,NA,NA
108,NA,NA,NA,4.6892001022061,-9.0433146197286,0.679988897331999,-10.662662615482,NA,NA
109,NA,NA,NA,7.1432071032441,-4.5255469807261,1.4023167583912,-12.6172647394008,NA,NA
110,NA,NA,NA,5.4964170491695,-9.1557924731403,2.5675758724851,-7.8703534676265,NA,NA
111,NA,NA,NA,NA,NA,NA,-17.7109624755956,NA,NA
112,NA,NA,NA,4.466671183516,-5.4827017239897,0.0648116576725002,-15.1331208700215,NA,NA
113,NA,NA,NA,2.9412336016961,-3.5499214428649,-2.2812381071535,-11.528644103082,NA,NA
114,NA,NA,NA,-3.0307105554458,2.9091253919848,-3.9213573248079,-13.7249179126806,NA,NA
115,NA,NA,NA,0.499601261441903,-7.81742026394451,-10.3941515344554,-17.5932291638754,NA,NA
116,NA,NA,NA,6.2136564543971,-13.4946840036274,-43.4653326391955,-0.341029610746304,NA,NA
117,NA,NA,NA,9.6847418550922,-16.2419270237382,-62.5901219677075,2.3070455179588,NA,NA
118,NA,NA,NA,18.6347062815566,-25.2825764911201,-96.2366817285048,12.3205899950541,NA,NA
119,NA,NA,NA,15.8469075454834,-16.7864537475842,-156.684069197516,146.507564679188,NA,NA
120,NA,NA,NA,14.7055874882088,-13.5211095495624,-119.677450743179,21.5416546437337,NA,NA
121,NA,NA,NA,2.3421139170275,-2.2642699676984,-81.1686154543795,12.7360461154213,NA,NA
122,NA,NA,NA,2.8539178904179,-7.7141627200169,-33.1004135501139,1.84722876045591,NA,NA
123,NA,NA,NA,7.8290019631538,-12.2971698289744,-12.2683940854214,2.1802698541705,NA,NA
124,NA,NA,NA,6.7217231038759,-8.8182552576048,2.8834245207795,-16.1903689470322,NA,NA
125,NA,NA,NA,4.3190892020676,-7.5422521515322,9.4755898194707,-17.7366650202215,NA,NA
126,NA,NA,NA,1.4117919183637,-2.0366778835453,-8.6560596001242,-4.8830154678089,NA,NA
127,NA,NA,NA,3.8313777384823,-3.398947632816,-0.0702631504220967,-6.210595779539,NA,NA
