"TRANSECT","01/01/1855 12:00:01 AM","01/01/1867 12:00:01 AM","08/01/1924 12:00:01 AM","10/01/1924 12:00:01 AM","11/24/1933 12:00:01 AM","05/12/1951 12:00:01 AM","04/18/1974 12:00:01 AM","12/29/2002 12:00:01 AM","11/25/2003 12:00:01 AM","03/01/2006 12:00:01 AM"
192,-42.2224570806283,-37.8068233877339,-5.0160353688471,NA,-42.2652474952979,-37.5068235100318,-33.7627108176632,-40.890188116889,NA,NA
193,-52.2454442399738,-46.5655523755642,-5.0826780768721,NA,-39.8116474879802,-36.9936581099812,-40.3996128960065,-33.0810502013619,NA,NA
194,-59.6780513123944,-53.6917513898129,-5.0445940164762,NA,-46.9044779255648,-35.1414052838725,-40.3634649217798,-34.9478696420898,NA,NA
195,-66.4731979902441,-59.7806327842796,-5.1306120396327,NA,-29.4994913168833,-32.9469161989865,-26.3756649575771,-26.3093487681188,NA,NA
196,-77.5726027206637,-69.183500073811,-5.0704621119219,NA,-37.5437536145308,-36.1168598117947,-20.7935476723551,-23.1675937177808,NA,NA
197,-86.6341351053892,-76.9827460109784,-5.0910097468994,NA,-51.2479821852461,-28.6349388390853,-9.4722346635454,-22.9937250807217,NA,NA
198,-108.864280208176,-97.4379294374146,-11.6568489327163,NA,-34.1693925283712,-22.8216230109651,-5.5655239081778,-12.3149590361254,NA,NA
199,-128.750785544242,-118.174969204487,-23.0903625010344,NA,-31.9140566500401,-44.8036170941677,-5.3863152342102,-10.8561590828613,NA,NA
200,-150.372571942065,-140.943692660898,-44.5459945984124,NA,-9.0930460420498,-18.9659904808925,-6.8232245690165,-5.4200765074076,NA,NA
201,-174.145460723734,-162.660026308869,-72.9338958010327,NA,-15.5639538536829,-21.0109841662813,-5.1399952155653,-13.0888201697178,NA,NA
202,-200.937245901095,-185.703920525599,-121.560459896715,NA,-46.9960912909348,-46.9677500619354,-5.566673297222,-17.0011761491774,NA,NA
203,-224.477751828618,-210.586638206637,-158.709603445753,NA,-81.7644342213298,-18.5714887606211,-5.4704956803528,-14.584679734421,NA,NA
204,-245.05298996454,-231.137078353694,-196.286907839201,NA,-127.839314623003,-17.193940936753,-5.0283520521955,-21.5686963269126,NA,NA
205,-240.837910031357,-245.712591456928,-246.781290396237,NA,-166.721015197039,-12.2650053294754,-5.2253680931103,-20.7724343482722,NA,NA
206,-232.429964775403,-238.255846044119,-239.127038457147,NA,-160.501924712267,-5.0207582060769,-9.054443167095,-21.72589748096,NA,NA
207,-236.550204953311,-243.349686960281,-243.367315774387,NA,-158.214043024242,-9.4999965569671,-5.2223134146135,-28.9931167307458,NA,NA
208,-243.584703988634,-242.496012057818,-244.357460392646,NA,-145.637215773006,-16.017488920839,-5.1161914778689,-38.2445933014162,NA,NA
209,-222.498965715838,-188.801611947351,-232.148138784462,NA,-5.0178573527119,-20.6726401697386,-6.742134055681,-45.671305802923,NA,NA
210,-221.768997032116,-218.839808381629,-209.875129797437,NA,-5.2028010576522,-26.0320428088903,-12.520368423199,-49.1827459914645,NA,NA
211,-215.352833547717,-213.098039536841,-199.273650141089,NA,-5.0054554181511,-24.7534457295287,-14.0088423004264,-45.731549462901,NA,NA
212,-213.367506625028,-207.800888185461,-127.232553596188,NA,-5.1021547791599,-28.8814218486021,-17.2446738355979,-50.1485087876933,NA,NA
213,-197.009273858105,-191.23512453836,-92.9916783712915,NA,-5.2485615432294,-26.9085567103988,-17.0263724639302,-49.1792196051178,NA,NA
214,-165.668571375681,-162.034136019335,-54.0354460338105,NA,-8.5805250854368,-27.5793578926763,-25.8049679683231,-59.7009843101715,NA,NA
215,-137.280016328053,-132.120485318226,-30.358636325303,NA,-5.0005174908408,-21.7576897895285,NA,NA,NA,NA
216,-115.870248134537,-113.515554474523,-40.1189897260059,NA,-6.4630497785938,-21.0529489548517,NA,NA,NA,NA
217,-123.930400702275,-123.13198291383,-5.1008414153975,NA,-15.3501322311274,-34.907680950728,NA,-62.0940107099221,NA,NA
218,-88.592604014554,-88.804683229167,-9.07642128861,NA,-6.5598862573825,-29.1294610810494,-25.0641341804092,-28.2599138616861,NA,NA
219,-66.3014598190207,-64.3025191283882,-10.116756196748,NA,-5.2658019378531,-20.0590575018344,-14.2985001311242,-26.2456435150775,NA,NA
220,-52.536350448038,-44.1901097799407,-12.0260966883498,NA,-6.5780803589487,-14.6441531692158,-21.4528528753128,-34.8492732232389,NA,NA
221,-23.3572327112343,-26.6216443328197,-7.4011126237195,NA,-5.0280204178657,-14.8434734820064,-18.9019598941107,-26.4152711796689,NA,NA
222,-13.8741665727505,-12.9352512441574,-9.57540673685,NA,-5.0492713611416,-17.4741822984226,-17.1716965046138,-25.6377267358864,NA,NA
223,-11.6404398278071,-5.0734946031572,-10.1676196271148,NA,-8.7357079825874,-13.4834070260364,-18.137730466645,-22.8091224583695,NA,NA
224,-13.5097049085353,-5.0517333421537,-15.7213453638999,NA,-11.7946365083276,-18.7246470399823,-28.5698681894317,NA,-31.7428685435886,NA
225,-12.6858971339219,-5.0264067412776,-19.653334000395,NA,-17.1970866684168,-30.597246537879,-26.9736607147489,NA,-38.661053846608,NA
226,-5.1341659861686,-9.6135852785632,-21.0811174063249,NA,-23.9580458943071,-34.9181876090077,-23.2564487437787,NA,-39.5391332544087,NA
227,-7.2122255971791,NA,-5.555290730476,NA,-18.487299852649,NA,-20.3784704937373,NA,-33.6432182743014,NA
228,NA,NA,-5.7265747639453,NA,-5.0054890611195,-23.9073631823575,-14.9460757196335,NA,-23.1192522684742,NA
229,-11.505494199619,-12.9804727407152,-5.0281933577173,NA,-9.3208503325506,-23.3022712881292,-13.0910624348818,NA,-21.1015114741841,NA
230,-6.6720766466736,-16.276299426843,-5.0264700359581,NA,-10.9718265915674,-21.1938999622518,-19.0307677814586,NA,-24.5720375844828,NA
231,-14.4466993021233,-19.4336013401072,-5.0763316646514,NA,-14.3752904131688,-21.2007344018915,-19.9407644698025,NA,-30.3208450585321,NA
232,-18.6028606642826,-23.8709658340092,-5.006891692302,NA,-15.0629580225029,-19.3233379672039,-22.9116709609036,NA,-32.5840667041673,NA
233,-26.7263494406686,-25.5707875067862,-5.0716131964898,NA,-17.8180964989699,-20.0471936136763,-27.704962311067,NA,-36.9588383920818,NA
234,-24.3133810876344,-17.2619278641091,-5.0005164391967,NA,-12.1588739952526,-12.3009999772535,-26.742180952222,NA,-30.5802921994578,NA
235,-18.3730609047996,-8.6173862104157,-5.0082836401632,NA,-13.0533047836038,-12.4549386340337,-28.2410596603209,NA,-32.6012502415313,NA
236,-22.3348958023814,-12.1002839084825,-5.001677502555,NA,-11.993840990494,-15.9116604380041,-32.4439476143761,NA,-36.8681757941984,NA
237,-25.5810464150264,-11.179965639643,-5.0465154867514,NA,-16.7038341184397,-18.5870442144744,-38.4839694472962,NA,-43.8925680036224,NA
238,-23.4004329073706,-15.2153319723509,-5.0262988335483,NA,-21.440787107257,-20.1331350911757,-42.2309243994156,NA,-39.8961741565202,NA
239,-22.4824603273295,-18.9190474039696,-5.0046452812987,NA,-26.0150418550384,-16.3685229672783,-39.2506463915938,NA,-33.1238935131201,NA
240,-39.7066677046397,-28.0680559410301,-5.0743789812392,NA,-30.5069092848247,-16.5873465269554,-39.7218812693953,NA,-33.9900435125916,NA
241,-48.2056639497061,-44.7649094513579,-5.0877635153472,NA,-32.3355860087426,-14.141617583026,-32.0840564976739,NA,-31.0631034085201,NA
242,-50.133148833624,-47.7864393039984,-5.0056392602352,NA,-27.0239168328278,-6.176598238842,-20.2250409844744,NA,-23.8832313111812,NA
243,-42.8800727461479,-24.3528248117302,-16.3225737911395,NA,-43.4251796930113,-5.0184829242379,-8.8836614064654,NA,-6.078718896745,NA
244,-61.8737165279637,-43.1987504226871,-51.7708410396959,NA,-79.1260915625802,-38.0415887888012,-15.9111742120981,NA,-9.0534343480841,NA
245,-104.737241016884,-86.9349964512611,-87.7346590232518,NA,-119.128665206141,-72.7769262900404,-38.9660530882552,NA,-10.8666918917524,NA
246,-116.855390912844,-112.26081409025,-97.1840575375273,NA,-135.51423476474,-70.2338317119701,-33.7130795510693,NA,-5.0577505215791,NA
247,-114.095611499584,-111.776054903503,-93.3514073074854,NA,-136.213284292805,-62.3955160684928,-6.228370745563,NA,-13.4738406654705,NA
248,-144.856306201007,-158.79804565253,-117.593577131235,NA,-160.122644482756,-94.1803777239071,-5.7484626798538,NA,-46.8460041190844,NA
249,-170.253002327818,-180.980218747982,-136.309252124287,NA,-180.552666613583,-113.29550036567,-5.0222167383913,NA,-67.0645556382487,NA
250,-185.494793107579,-147.37163886685,-136.149754601958,NA,-180.102880590063,-106.798499471554,-5.0408057634121,NA,-87.8401484642118,NA
251,-180.567097529251,-122.445281178373,-135.505881173169,NA,-180.61203279775,-105.691196601663,-5.0023539089586,NA,-104.69639139013,NA
252,-165.184079758265,-117.727924860933,-123.462822159835,NA,-171.307161163095,-91.1669177498826,-5.7186554892101,NA,-102.582267403384,NA
253,-84.8117745113868,-103.279464789107,-106.195631952476,NA,-151.976864888752,-59.110859241719,-5.2627228452461,NA,-82.9450953256987,NA
254,-89.5926450810952,-107.13084970014,-40.2555654606026,NA,-119.807822460739,-34.1030256353836,-6.9634674293509,NA,-52.7953348108825,NA
255,-70.033597346034,-85.4336526036616,-5.0698252960864,NA,-85.0864713228235,-7.6708382224217,-20.4961076237712,NA,-29.6603227436937,NA
256,-74.7465629153653,-85.7880353815392,-40.5806481377222,NA,-85.6145198801124,-13.2956318150004,-5.0172496786016,NA,-46.7045029095798,NA
257,-49.8812199949158,-61.7386426228634,-5.0118507268577,NA,-61.7599470225645,-16.0961250855919,-11.7618027690697,NA,-32.8370492496497,NA
258,-58.8148189220289,-72.86718506663,-17.0824900807605,NA,-71.5962789232539,-24.7780930206344,-5.0268506905957,NA,-46.0362252170773,NA
259,-47.2234080347546,-61.8385460836731,-5.1287369463264,NA,-63.19417583598,-15.3839861159853,-6.2701741720564,NA,-39.6588025258398,NA
260,-35.8771894621068,-56.9074354886064,-5.0000535352034,NA,-75.9084503666646,-36.6623475086455,-24.6645334613053,NA,-56.8604423057735,NA
261,-41.1636205095263,-55.928246167108,-5.0199850902509,NA,-73.8371176654364,-34.3580869739877,-22.7202320348408,NA,-68.5644863172052,NA
262,-41.1979581189066,-53.5347288516675,-5.3647224755269,NA,-85.5935588498683,-32.3189132147361,-11.2774808922257,NA,-78.7012036120035,NA
263,-5.0587820561662,-59.8688799243964,-24.2933831235638,NA,-82.1462506530652,-21.1197486285682,-17.649184236736,NA,-82.465764463507,NA
264,-48.7791338970045,-61.7661900715127,-44.727428969749,NA,-88.8382825399602,-12.4974803692981,-25.5999638011096,NA,-87.2500343363707,NA
265,-5.3761786580882,-27.0166757772643,-24.6131586295613,NA,-76.6674172997226,-53.3484385070724,-10.8232665358969,NA,-76.1758575782864,NA
266,-11.8875212446066,-34.3515895819335,-5.0265610251335,NA,-63.1007874623985,-43.8820321018394,-31.3306428271518,NA,-67.6828083487661,NA
267,-6.7810082279995,-37.649130892464,-5.0049056833483,NA,-22.0169840669911,-5.8831312176387,-21.4580293330044,NA,-65.4383843909315,NA
268,-7.6812546860768,-18.7345902252937,-14.1495859122337,NA,-21.9918396106508,-5.8135765307211,-18.0219692597185,NA,-65.5971549941978,NA
269,-26.8742255000491,-34.7578443956102,-5.001003067944,NA,-37.3355197974433,-31.5484734611777,-31.9970168426985,NA,-81.6539387472371,NA
270,-8.4993831585832,-22.5743588946982,-5.0229438689466,NA,-53.9930776307183,-13.7742509310714,-24.9310316214795,NA,-84.1274403314268,NA
271,-14.7579846982185,-15.1316608973345,-5.0006137459872,NA,-33.9209359773332,-16.4994023506278,-20.5906332681436,NA,-89.6356784880962,NA
272,-5.0022913491194,-8.7470030325871,-19.1933384155169,NA,-24.6944109884666,-22.6692377482283,-17.3225413124701,NA,-74.9834893113538,NA
273,-6.5269942633378,-5.9846343289043,-39.8629352923723,NA,-44.7915406266922,-38.8998879122686,-27.6176814253117,NA,-85.5263473247654,NA
274,-7.5154372365575,-5.0369303447807,-57.9574534506927,NA,-68.5905354513027,-64.304392802408,-48.0129437507623,NA,-102.632544720494,NA
275,-6.1856886917874,-5.3482968191145,-55.9542848379003,NA,-68.9116092621529,-57.7208030624397,-50.2404827359984,NA,-100.739688801715,NA
276,-17.1523594445712,-5.5563566721797,-64.7161283501265,NA,-76.8325620114096,-68.6992837831201,-51.0118465785758,NA,-122.441228246394,NA
277,-30.9032230028869,-5.5586320023547,-71.3701898298346,NA,-77.7302866793992,-81.4368390770828,-71.6923200084145,NA,-142.441699924971,NA
278,-41.7184597488997,-6.2173642558039,-74.2552484723892,NA,-79.8940534239098,-90.3952703406368,NA,NA,-167.117752218743,NA
279,-17.316189194476,-7.722768023271,-77.8912617651069,NA,-95.5034813579805,-45.4474168210717,-93.6859692835084,NA,-141.672673115847,NA
280,-93.8400484459678,-6.1512163259019,-102.18168493053,NA,-72.9382223838675,-45.4054379966214,-52.9966004915565,NA,-108.739095794026,NA
281,-75.687304433041,-5.05217096252,-87.9354992461238,NA,-53.537906594503,-22.3157055645996,-30.9751231991296,NA,-88.7882123061228,NA
282,-84.6803951182579,-11.0074311926645,-99.4502317722713,NA,-58.5121218986403,-7.8754499928109,-19.8687826004722,NA,-96.2220076542548,NA
283,-32.0634133792034,NA,-94.8846000818409,NA,-99.3051650324159,-25.0553031453859,-5.4626573852864,NA,-52.5653877727351,NA
284,-27.3992036198005,NA,-63.2818333039485,NA,-65.6502271960019,-26.1448727815717,-11.6621224377401,NA,-64.4916604627882,NA
285,-14.6743657576519,NA,-44.3472440208142,NA,-43.9868581625818,-28.7205157411539,-5.0617355701151,NA,-46.3162011380213,NA
286,-13.9889215392272,NA,-53.1126706937056,NA,-59.0947266261261,-13.0503273725595,-5.7968650664901,NA,-57.8886396186786,NA
287,-5.144545402632,NA,-35.8479749000853,NA,-54.5832907033785,-6.6498703109238,-11.9161188510996,NA,-49.3630598685537,NA
288,-20.4870935417855,NA,-52.181386980132,NA,-74.7762044591309,-23.1110676806344,-6.4737085939166,NA,-68.7787142007744,NA
289,-5.6625586791156,NA,-76.6980592178469,NA,-80.0204489601103,-16.4851159406754,-15.2508171094748,NA,-80.357751158487,NA
290,-5.0764814843998,NA,-83.520992566916,NA,-101.319814576128,-17.9981525950215,-43.9662252646524,NA,-84.3904500809523,NA
291,-5.4189004333712,NA,-72.9419300692043,NA,-100.789986783017,-11.2412248984296,-27.2956197702099,NA,-78.9515432837404,NA
292,-6.5470978125933,NA,-66.4070868338026,NA,-81.3565913330187,-5.1676114827496,-27.5620208320163,NA,-81.5184610507018,NA
293,-6.2234078355763,NA,-65.4427010351069,NA,-78.4850469367836,-19.8895274899104,-17.1954175359605,NA,-85.9894039457539,NA
294,-5.2144778855786,NA,-59.4002537230764,NA,-89.4668581617464,-37.6018686934709,-25.2420906611884,NA,NA,NA
295,-5.2808471038322,NA,-42.4023252496781,NA,-76.7948840015626,-45.2683697907674,-43.7278239513074,NA,-92.437887926321,NA
296,-5.0002353868282,NA,-33.7225327709575,NA,-60.1855959497241,-34.5512032187795,-50.2767979784413,NA,-79.0927177041725,NA
297,-13.966064400335,NA,-32.4542732924581,NA,-62.4620257604674,-20.8240375095687,-46.9901975720965,NA,-79.6448518241411,NA
298,-6.3604833618453,NA,-60.9925752365663,NA,-78.2478510599564,-30.5171605762223,-45.8335591128689,NA,-80.5427085798417,NA
299,-5.6300112881153,NA,-63.5131523467566,NA,-78.5527704933568,-42.9020165144552,-22.4823646603956,NA,-76.8294481686779,NA
300,-15.5203710566894,NA,-110.398983438377,NA,-124.719747504028,-84.5865998764569,-64.1580757672622,NA,-121.579497325723,NA
301,-6.6781044423586,NA,-147.163441170705,NA,-158.642141446607,-88.1159366544377,-97.3086656835568,NA,-161.726561718281,NA
302,-5.0000505138079,NA,-125.472960174291,NA,-142.347318016176,-132.27009269568,-161.675763448634,NA,-175.702905919741,NA
303,-5.0003455746503,NA,-108.874288548281,NA,-124.936971761787,-129.002088458711,-163.280968863954,NA,-172.674401477003,NA
304,-6.0022311323561,NA,-103.954362706418,NA,-103.483267724577,-118.755986930049,-181.227608037679,NA,-196.045906920963,NA
305,-5.2222677631157,NA,-109.797687202439,NA,-119.033181684551,-156.150399868373,-185.676276651972,NA,-221.557636654003,NA
306,NA,NA,-103.864469743075,NA,-78.2735505207158,-106.406376585562,-128.310558298768,NA,-191.61024528355,NA
307,NA,NA,NA,NA,-97.5983814866375,-109.652621990278,-121.273302775546,NA,-184.343675699032,NA
308,-5.1084288314009,NA,-73.0300584206278,NA,-129.963724936105,NA,-138.604457808293,NA,-198.300543052111,NA
309,-5.4394248136287,NA,-79.1305109870007,NA,NA,NA,-155.530552452197,NA,-211.343164343698,NA
310,-5.4740165496617,NA,-61.9685056602569,NA,-111.377131820848,-111.127276301957,-148.463078171819,NA,-204.000588871254,NA
311,-5.0588988483885,NA,-46.0781731613624,NA,-88.4106303448169,-81.0086339199104,-133.645364156972,NA,-196.822837644206,NA
312,-5.6552833265059,NA,-49.9461884797675,NA,-100.117853062209,-92.4484263873875,-133.386390608222,NA,-214.124651657172,NA
313,-5.4402273273165,NA,-52.7085933237775,NA,-93.8115452516466,-95.1406360748171,-128.8114435718,NA,-233.05172876965,NA
314,-5.0189962405618,NA,-59.4202799179193,NA,-93.007279043449,-80.346093393509,-132.781115663507,NA,-240.93727156533,NA
315,-5.0406633248238,NA,-67.4222347603332,NA,-86.3154311656857,-76.9779034631616,-136.117188255909,NA,-236.543744424947,NA
316,-5.2839922123245,NA,-76.6996189369453,NA,-79.0074561340308,-86.9105286614724,-138.96266334904,NA,-235.443948496133,NA
317,-5.4243105274506,NA,-98.3659137891737,NA,-121.75568827578,-113.350813923657,-158.688731240687,NA,-252.212060343738,NA
318,-5.0118813567734,NA,-108.583314463162,NA,-111.62033088038,-133.146674523922,-161.724227035737,NA,-251.563377436698,NA
319,-5.0512534146501,NA,-101.510630945674,NA,-114.164692419331,-122.34451954368,-164.833942380566,NA,-246.359913277972,NA
320,-27.8131694044261,NA,-130.763734988173,NA,-158.290392483163,-202.536889621392,-225.7157581129,NA,-226.67945703981,NA
321,-11.2400709457492,NA,-83.4049445144502,NA,-110.131130604964,-154.270093752885,-176.570900120253,NA,-177.40891586819,NA
322,-5.0129209867604,NA,-72.298754768581,NA,-95.0695055302334,-138.708484602626,-156.553771753562,NA,-156.573858262291,NA
323,-5.915726255422,NA,-67.6072195329348,NA,-105.836608255941,-127.667509728436,-142.89519335773,NA,-141.895968622204,NA
324,-7.0790562464938,NA,-65.4111312748706,NA,-91.1715402637114,-118.509907643521,-129.964335737315,NA,-124.23448568484,NA
325,-5.0950444926908,NA,-74.8454608331973,NA,-94.4259766739843,-123.00535842539,-130.068218459477,NA,-130.145681195422,NA
326,-5.7769896382617,NA,-91.3095309119539,NA,-118.832514971048,-138.840486517881,-143.590271834142,NA,-148.080153650482,NA
327,-5.1136704728616,NA,-98.1226480746531,NA,-112.420550582729,-156.442427344094,-158.477900880235,NA,-162.510640230562,NA
328,NA,NA,-92.590775836386,NA,-117.647723908201,-162.176674714917,-162.64202568813,NA,-167.60158891277,NA
329,NA,NA,NA,NA,NA,-191.376954260882,-192.072655629502,NA,-197.106689173637,NA
330,-7.2613886414102,NA,NA,NA,NA,-226.993887740796,-227.906753440757,NA,-233.522369234653,NA
331,-5.5864641243544,NA,NA,NA,-166.517337857891,-190.507535880331,-181.955504806602,NA,-252.16705356537,-241.347330197811
332,-5.46452205416,NA,-138.278250769158,NA,-185.625931998509,-214.975678474043,-202.087804257009,NA,-280.65781926347,-267.100017490007
333,-6.2970289221644,NA,-134.124351537836,NA,-151.313471043406,-221.770179375393,-214.041951014476,NA,-251.199832648313,-246.718419403932
334,-5.1667706847695,NA,-148.021119459489,NA,-170.911502280956,-240.574693871176,-232.486073559874,NA,-254.020717365559,-252.500765609546
335,-5.0342669690748,NA,-147.516244600777,NA,-176.790013263008,-243.548988490883,-239.966404539744,NA,-250.02720249895,-250.943538447587
336,-5.1034283574094,NA,-151.129645271224,NA,-189.775066282522,-250.128236550469,-251.322634949188,NA,-259.125373382978,-257.649345598365
337,-5.1207677852695,NA,-159.564688556803,NA,-205.133891604531,-266.879051437432,-269.231418078122,NA,-274.821249859286,-264.27825764132
338,-5.0773123404885,NA,-169.045887210128,NA,-204.662575885429,-280.249553071783,-281.873876487397,NA,-294.844785249155,-272.784900421422
339,-5.0625987715892,NA,-174.556479618217,NA,-202.428237843662,-286.253409134918,-286.149851948771,NA,-312.754394377691,-280.919289742891
340,-5.0238869728809,NA,NA,NA,-183.539613958064,-278.410545636475,-278.379341877692,NA,-310.425423269685,-281.479582233576
341,-5.023886973946,NA,-172.675414263452,NA,-185.91998561162,-277.448154171164,-273.600337891546,NA,NA,-291.3667777611
342,-5.4368911291035,NA,-193.086478163048,NA,-198.275992127898,-335.623495227431,-334.881399512928,NA,-330.263202240668,-333.431760763507
343,-5.4110283052813,NA,-182.147447361968,NA,-193.14405886496,-318.013179806587,-316.957040434409,NA,-313.221040295945,-316.204191806562
344,-5.149373362282,NA,-169.865916494672,NA,-188.335785873619,-302.476276134922,-298.286162379893,NA,-298.110489257838,-300.975302951852
345,-5.0540581240737,NA,-159.006421691009,NA,-181.24563301016,-292.105252542326,-257.869406904409,NA,-289.132067818994,-292.077557220758
346,-5.0932602193357,NA,-148.553691703781,NA,-169.864225793184,-285.052586207408,-248.397555252628,NA,-283.826332979352,-286.623335215076
347,-5.2034127238926,NA,-134.12705823557,NA,-156.371887347946,-234.792266105682,-239.892926674366,NA,-277.960343087581,-279.112478274851
348,-5.0782649568682,NA,-119.963963432068,NA,-151.038964353892,-201.143030596633,-228.495867573172,NA,-268.537935220479,-268.57861803301
349,-5.1110567421051,NA,-112.270088684168,NA,-144.186908013646,-188.797124910486,-215.298941246177,NA,-258.567940488749,-258.094763602732
350,-5.3393193119423,NA,-113.568368338248,NA,-137.096377624266,-179.351320612104,-202.672086044252,NA,-245.582162737023,-245.349931213901
351,-5.8052052853929,NA,-101.301896127141,NA,-119.588157546311,-163.081110957204,-182.537764208655,NA,-226.802356936954,-224.569548566007
352,-6.13057936381,NA,-80.2417763521766,NA,-92.9777974830525,-147.261985337854,-155.184624382545,NA,-202.390829131938,-201.121942865553
353,-6.3567783313843,NA,-54.01828889137,NA,-75.7845121157572,-125.921512334295,-129.002081362464,NA,-172.54931766379,-172.407732423482
354,-5.7580570106929,NA,-29.9420985718828,NA,-57.7658912828586,-101.729184278929,-100.768334912795,NA,-143.138678449243,-143.083277889279
355,-5.8842056220864,NA,-15.0303243314092,NA,-59.206153496915,-90.6466401242037,-80.6054932345193,NA,-118.482642920942,-115.540482172138
356,-15.4971748586298,NA,NA,NA,-56.2033375060036,-87.6691670080037,-74.0416175591145,NA,-100.271354895696,-97.1909987701289
357,-27.6062033320299,NA,-5.0801196283012,NA,-65.4455161009978,-88.731066728894,-70.1916727075844,NA,-88.8171285877359,-83.2099982717454
358,-34.3392590068051,NA,-5.0450349696449,NA,-61.8522205557151,-83.8698030525965,-67.0689160401898,NA,-77.4556641113032,-73.4584078586849
359,-40.5030052212269,NA,-5.0048141591111,NA,-62.0462386578536,-80.473942441727,-66.9168220277721,NA,-68.0020899369235,-65.2228860058953
360,-47.3676922335669,NA,-5.0048141621302,NA,-60.6770422426485,-78.2814063538287,-66.8399522358753,NA,-62.3570379970509,-56.2697349898068
361,-54.7092382232034,NA,-5.0001053214333,NA,-57.0049341808592,-78.0068388195484,-69.7287111551377,NA,-57.6331490291828,-51.7808327969023
362,-60.7354451940392,NA,-5.0155479075546,NA,-62.3539854481983,-81.1107389216322,-70.4451910786203,NA,-56.5112779912196,-52.1389571689951
363,-66.7538858636024,NA,-5.0568075470287,NA,-65.8698531497863,-85.8025469483245,-71.9869721399105,NA,-54.8953270545325,-52.3702497184963
364,-70.4377408313608,NA,-5.001901879613,NA,-64.3864202579113,-89.6606967658526,-71.9002009925875,NA,-53.4169803234911,-52.4748209650298
365,-70.6185204991806,NA,-5.0528007643911,NA,-61.2291018659407,-85.4085053755371,-66.4117529896592,NA,-52.6351988980853,-53.301337629912
366,-68.5120907837104,NA,-5.007810189917,NA,-57.1254791889377,-79.2199916697741,-65.0711464152897,NA,-51.8372775006615,-51.8267855900487
367,-66.7650529504074,NA,-5.0373870846091,NA,-54.9088166332576,-80.0741653150064,-63.9296177383272,NA,-54.7473309533477,-54.6617101638081
368,-61.065080866023,NA,-5.0176335907083,NA,-48.73375452211,-73.9770751749762,-56.9995181775435,NA,-54.2371625112503,-53.9116003478096
369,-57.5926303580404,NA,-5.0862118409147,NA,-48.8719483651806,-66.8172741503732,-54.8446474878009,NA,-56.5404489956415,-57.0397632310076
370,-59.2994977018341,NA,-5.0000026062794,NA,-53.056620696647,-63.8172181664947,-55.6002484325716,NA,-63.5470724485701,-63.7967602365021
371,-58.8683658398226,NA,-5.0031726909725,NA,-48.4414429695968,-58.2817091458094,-52.3036968614674,NA,-67.268255243689,-66.7655716106018
372,-49.0397309050891,NA,-5.0057688790768,NA,-40.4013717356427,-43.7880222051803,-42.247269457824,NA,-65.2631917715896,-65.0920930059013
373,-48.9942128312374,NA,-5.0026883477405,NA,-33.467382319891,-37.7624104506702,-35.300471310011,NA,-66.5276481627329,-66.9000305378941
374,-52.3914308593479,NA,-5.0145695891216,NA,-33.3934028044082,-34.8451241355204,-31.659549166597,NA,-67.6953242291771,-67.8271294056139
375,-54.09442258839,NA,-5.001225309168,NA,-32.6632788803849,-30.2020162276941,-23.16874320561,NA,-66.2262247706229,-67.4350293220254
376,-54.2625311412487,NA,-5.000144486771,NA,-27.0401728495775,-29.1083711776824,-17.2092570039469,NA,-64.6499849654539,-67.3943655661191
377,-60.2816245136314,NA,-5.0265506516447,NA,-23.4786648955793,-29.7396997939616,-16.7292429036383,NA,-68.6898227802105,-73.0073597995929
378,-66.7553399237067,NA,-5.0263726536393,NA,-24.3771774974468,-28.0148864365411,-18.2800274173214,NA,-71.2355780120768,-77.2230704480801
379,-71.7467828607029,NA,-5.0233019140845,NA,-25.904971479288,-27.6567455811661,-18.329829513493,NA,-77.6641642973014,-82.1015982607918
380,-79.2937596325564,NA,-5.1239199263703,NA,-28.4515398898652,-33.9163004348696,-22.3861839934026,NA,-85.4509367273469,-89.0330592282545
381,-86.43208578727,NA,-5.0130610050948,NA,-35.6015947013257,-34.5699681305581,-25.3206910080835,NA,-90.0706122357624,-95.9954579036577
382,-92.0249817872642,NA,-5.0252066420827,NA,-42.8712448068598,-34.0546670207753,-27.5481245770244,NA,-96.0687914681125,-101.929685127543
383,-100.29141859384,NA,-5.0000176271776,NA,-47.819810741616,-37.563653742551,-37.645915892563,NA,-102.065970905879,-106.756253965687
384,-101.014325505782,NA,-5.0339292356779,NA,-45.7783691248307,-34.2771216822723,-43.1530603534493,NA,-100.353611503324,-106.053459118136
385,-100.541466726326,NA,-5.0017860502263,NA,-42.6147074994658,-35.9543223169353,-45.6074006276975,NA,-100.641126680514,-105.910184241171
386,-98.5075540901775,NA,-5.0279222218283,NA,-38.8177158394216,-30.3911169379535,-45.228978379562,NA,-99.0101093971091,-106.022434487923
387,-97.7714840161424,NA,-5.0400252087923,NA,-36.4814772227477,-29.9533786308079,-46.3613009607525,NA,-99.9021322530167,-107.148430130227
388,-95.7640582774206,NA,-5.1202658474888,NA,-39.7232041261767,-28.6815411963963,-47.7039715172527,NA,-100.168096636798,-103.709107482301
389,-91.5848415995609,NA,-5.0009109426186,NA,-37.3494027984123,-26.659438448891,-47.0048820005236,NA,-99.7303781990472,-101.833027761005
390,-87.5810243748365,NA,-5.0008448786029,NA,-34.9257234837214,-27.2327209574106,-47.5795701704339,NA,-97.28112836093,-100.451056235185
